,price.amount
2023-10-28 20:00:00+00:00,37.83
2023-10-28 21:00:00+00:00,17.62
2023-10-28 22:00:00+00:00,5.34
2023-10-28 23:00:00+00:00,-2.76
2023-10-29 00:00:00+00:00,-1.93
2023-10-29 01:00:00+00:00,-1.59
2023-10-29 02:00:00+00:00,-1.54
2023-10-29 03:00:00+00:00,-1.67
2023-10-29 04:00:00+00:00,-1.84
2023-10-29 05:00:00+00:00,-1.0
2023-10-29 06:00:00+00:00,-1.05
2023-10-29 07:00:00+00:00,-0.82
2023-10-29 08:00:00+00:00,-0.81
2023-10-29 09:00:00+00:00,-0.8
2023-10-29 10:00:00+00:00,-0.58
2023-10-29 11:00:00+00:00,0.0
2023-10-29 12:00:00+00:00,0.0
2023-10-29 13:00:00+00:00,9.59
2023-10-29 14:00:00+00:00,34.82
2023-10-29 15:00:00+00:00,84.89
2023-10-29 16:00:00+00:00,109.89
2023-10-29 17:00:00+00:00,102.7
2023-10-29 18:00:00+00:00,75.0
2023-10-29 19:00:00+00:00,62.41
2023-10-29 20:00:00+00:00,54.27
2023-10-29 21:00:00+00:00,52.0
2023-10-29 22:00:00+00:00,38.47
2023-10-29 23:00:00+00:00,8.0
2023-10-30 00:00:00+00:00,8.13
2023-10-30 01:00:00+00:00,8.36
2023-10-30 02:00:00+00:00,10.02
2023-10-30 03:00:00+00:00,13.9
2023-10-30 04:00:00+00:00,23.27
2023-10-30 05:00:00+00:00,79.2
2023-10-30 06:00:00+00:00,105.91
2023-10-30 07:00:00+00:00,111.0
2023-10-30 08:00:00+00:00,103.0
2023-10-30 09:00:00+00:00,90.0
2023-10-30 10:00:00+00:00,96.17
2023-10-30 11:00:00+00:00,102.54
2023-10-30 12:00:00+00:00,114.62
2023-10-30 13:00:00+00:00,123.98
2023-10-30 14:00:00+00:00,139.45
2023-10-30 15:00:00+00:00,145.4
2023-10-30 16:00:00+00:00,165.84
2023-10-30 17:00:00+00:00,171.0
2023-10-30 18:00:00+00:00,151.13
2023-10-30 19:00:00+00:00,129.03
2023-10-30 20:00:00+00:00,114.88
2023-10-30 21:00:00+00:00,128.0
2023-10-30 22:00:00+00:00,114.26
2023-10-30 23:00:00+00:00,86.05
2023-10-31 00:00:00+00:00,79.2
2023-10-31 01:00:00+00:00,71.96
2023-10-31 02:00:00+00:00,64.8
2023-10-31 03:00:00+00:00,76.0
2023-10-31 04:00:00+00:00,92.26
2023-10-31 05:00:00+00:00,107.14
2023-10-31 06:00:00+00:00,130.1
2023-10-31 07:00:00+00:00,171.8
2023-10-31 08:00:00+00:00,156.14
2023-10-31 09:00:00+00:00,129.35
2023-10-31 10:00:00+00:00,111.6
2023-10-31 11:00:00+00:00,106.0
2023-10-31 12:00:00+00:00,113.65
2023-10-31 13:00:00+00:00,120.66
2023-10-31 14:00:00+00:00,122.4
2023-10-31 15:00:00+00:00,135.11
2023-10-31 16:00:00+00:00,161.81
2023-10-31 17:00:00+00:00,172.04
2023-10-31 18:00:00+00:00,152.92
2023-10-31 19:00:00+00:00,125.88
2023-10-31 20:00:00+00:00,115.92
2023-10-31 21:00:00+00:00,122.2
2023-10-31 22:00:00+00:00,106.5
2023-10-31 23:00:00+00:00,65.45
2023-11-01 00:00:00+00:00,67.31
2023-11-01 01:00:00+00:00,58.84
2023-11-01 02:00:00+00:00,48.7
2023-11-01 03:00:00+00:00,46.65
2023-11-01 04:00:00+00:00,54.67
2023-11-01 05:00:00+00:00,67.35
2023-11-01 06:00:00+00:00,78.65
2023-11-01 07:00:00+00:00,80.22
2023-11-01 08:00:00+00:00,69.23
2023-11-01 09:00:00+00:00,55.64
2023-11-01 10:00:00+00:00,49.16
2023-11-01 11:00:00+00:00,47.64
2023-11-01 12:00:00+00:00,55.0
2023-11-01 13:00:00+00:00,53.33
2023-11-01 14:00:00+00:00,63.51
2023-11-01 15:00:00+00:00,69.85
2023-11-01 16:00:00+00:00,87.71
2023-11-01 17:00:00+00:00,79.94
2023-11-01 18:00:00+00:00,74.97
2023-11-01 19:00:00+00:00,61.18
2023-11-01 20:00:00+00:00,39.83
2023-11-01 21:00:00+00:00,48.4
2023-11-01 22:00:00+00:00,28.2
