,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023-04-01 00:00:00+00:00,0,807,1453,0,121,1859,0,359,1551,716
2023-04-01 00:15:00+00:00,0,828,1432,0,90,1786,0,366,1512,726
2023-04-01 00:30:00+00:00,0,810,1434,0,82,1792,0,363,1492,726
2023-04-01 00:45:00+00:00,0,797,1443,0,3,1792,0,363,1542,743
2023-04-01 01:00:00+00:00,0,789,1436,0,0,1779,0,354,1582,759
2023-04-01 01:15:00+00:00,0,787,1441,0,0,1786,0,350,1634,745
2023-04-01 01:30:00+00:00,0,784,1436,0,0,1758,0,357,1726,735
2023-04-01 01:45:00+00:00,0,784,1432,0,0,1782,0,346,1771,723
2023-04-01 02:00:00+00:00,0,881,1438,0,0,1824,0,353,1824,758
2023-04-01 02:15:00+00:00,0,809,1448,0,0,1868,0,351,1906,788
2023-04-01 02:30:00+00:00,0,787,1448,0,0,1870,0,352,2007,794
2023-04-01 02:45:00+00:00,0,776,1444,0,0,1916,0,352,2044,791
2023-04-01 03:00:00+00:00,0,793,1438,0,0,1933,0,341,2068,786
2023-04-01 03:15:00+00:00,0,809,1438,0,0,1987,0,339,2013,809
2023-04-01 03:30:00+00:00,0,864,1450,0,0,2014,0,345,2024,833
2023-04-01 03:45:00+00:00,0,826,1450,0,0,2062,0,350,2067,806
2023-04-01 04:00:00+00:00,0,867,1455,0,0,2146,0,355,2158,836
2023-04-01 04:15:00+00:00,0,903,1455,0,0,2186,0,358,2217,844
2023-04-01 04:30:00+00:00,0,894,1454,0,0,2143,0,350,2256,824
2023-04-01 04:45:00+00:00,0,903,1462,0,0,2185,0,356,2264,876
2023-04-01 05:00:00+00:00,0,971,1491,0,0,2284,0,363,2194,894
2023-04-01 05:15:00+00:00,0,968,1513,0,0,2401,1,351,2096,899
2023-04-01 05:30:00+00:00,0,934,1547,0,0,2470,2,349,1961,920
2023-04-01 05:45:00+00:00,0,918,1586,0,0,2613,6,349,1921,920
2023-04-01 06:00:00+00:00,0,938,1659,0,0,2771,16,348,1934,944
2023-04-01 06:15:00+00:00,0,919,1699,0,0,2913,23,346,1936,977
2023-04-01 06:30:00+00:00,0,932,1781,0,0,2999,31,353,1937,955
2023-04-01 06:45:00+00:00,0,882,1879,0,0,3095,43,360,1981,911
2023-04-01 07:00:00+00:00,0,827,1995,0,0,3178,52,364,1980,914
2023-04-01 07:15:00+00:00,0,827,2015,0,0,3268,58,366,2004,920
2023-04-01 07:30:00+00:00,0,797,2018,0,0,3383,65,372,2038,944
2023-04-01 07:45:00+00:00,0,756,1993,0,0,3386,71,365,2025,933
2023-04-01 08:00:00+00:00,0,843,1936,0,0,3647,68,373,2011,950
2023-04-01 08:15:00+00:00,0,791,1897,0,0,3670,75,366,1961,945
2023-04-01 08:30:00+00:00,0,783,1873,0,0,3724,84,366,1923,984
2023-04-01 08:45:00+00:00,0,802,1846,0,0,3844,81,373,1886,964
2023-04-01 09:00:00+00:00,0,856,1738,0,0,4028,96,370,1838,969
2023-04-01 09:15:00+00:00,0,804,1675,0,0,4141,97,371,1791,1013
2023-04-01 09:30:00+00:00,0,838,1567,0,0,4224,97,368,1762,1013
2023-04-01 09:45:00+00:00,0,810,1490,0,0,4379,99,368,1751,988
2023-04-01 10:00:00+00:00,0,928,1308,0,0,4478,85,376,1728,993
2023-04-01 10:15:00+00:00,0,834,1298,0,0,4655,96,372,1737,1019
2023-04-01 10:30:00+00:00,0,793,1268,0,0,4748,102,376,1752,1043
2023-04-01 10:45:00+00:00,0,812,1238,0,0,4580,81,374,1753,1054
2023-04-01 11:00:00+00:00,0,830,1243,0,0,4573,83,373,1762,1094
2023-04-01 11:15:00+00:00,0,792,1269,0,0,4674,85,373,1752,1098
2023-04-01 11:30:00+00:00,0,759,1276,0,0,4552,96,374,1774,1141
2023-04-01 11:45:00+00:00,0,755,1271,0,0,4402,80,365,1780,1140
2023-04-01 12:00:00+00:00,0,810,1229,0,0,4318,81,372,1800,1201
2023-04-01 12:15:00+00:00,0,808,1185,0,0,4286,79,370,1804,1225
2023-04-01 12:30:00+00:00,0,769,1181,0,0,4277,72,371,1824,1255
2023-04-01 12:45:00+00:00,0,745,1177,0,0,4222,73,371,1848,1339
2023-04-01 13:00:00+00:00,0,740,1182,0,0,4214,75,368,1886,1432
2023-04-01 13:15:00+00:00,0,734,1170,0,0,4193,70,368,1978,1414
2023-04-01 13:30:00+00:00,0,752,1138,0,0,4141,67,370,2074,1414
2023-04-01 13:45:00+00:00,0,786,1143,0,0,4068,64,372,2183,1408
2023-04-01 14:00:00+00:00,0,782,1169,0,0,3990,57,359,2267,1399
2023-04-01 14:15:00+00:00,0,800,1225,0,0,3992,53,354,2302,1428
2023-04-01 14:30:00+00:00,0,813,1264,0,0,3967,54,359,2299,1463
2023-04-01 14:45:00+00:00,0,924,1295,0,0,4008,52,358,2280,1474
2023-04-01 15:00:00+00:00,0,877,1332,0,0,4066,46,359,2086,1460
2023-04-01 15:15:00+00:00,0,763,1379,0,0,4004,38,354,2166,1549
2023-04-01 15:30:00+00:00,0,864,1397,0,0,4069,34,352,2145,1600
2023-04-01 15:45:00+00:00,0,909,1422,0,0,4138,31,345,2153,1638
2023-04-01 16:00:00+00:00,0,957,1529,0,0,4267,25,348,2196,1633
2023-04-01 16:15:00+00:00,0,940,1598,0,0,4229,17,347,2223,1694
2023-04-01 16:30:00+00:00,0,894,1623,0,0,4159,12,356,2248,1715
2023-04-01 16:45:00+00:00,0,903,1622,0,0,4178,11,361,2252,1719
2023-04-01 17:00:00+00:00,0,851,1579,0,0,4114,9,352,2272,1696
2023-04-01 17:15:00+00:00,0,841,1550,0,0,4115,6,361,2317,1716
2023-04-01 17:30:00+00:00,0,818,1532,0,0,4120,3,360,2373,1753
2023-04-01 17:45:00+00:00,0,828,1499,0,0,4153,1,360,2403,1772
2023-04-01 18:00:00+00:00,0,935,1453,0,0,4230,0,362,2412,1718
2023-04-01 18:15:00+00:00,0,900,1427,0,0,4269,0,357,2445,1712
2023-04-01 18:30:00+00:00,0,881,1408,0,0,4251,0,365,2501,1725
2023-04-01 18:45:00+00:00,0,810,1399,0,0,4202,0,358,2511,1749
2023-04-01 19:00:00+00:00,0,772,1397,0,0,4112,0,357,2521,1787
2023-04-01 19:15:00+00:00,0,754,1397,0,0,4060,0,364,2530,1756
2023-04-01 19:30:00+00:00,0,765,1272,0,0,4061,0,364,2536,1797
2023-04-01 19:45:00+00:00,0,758,1135,0,0,3990,0,368,2542,1788
2023-04-01 20:00:00+00:00,0,883,1154,0,0,3867,0,371,2537,1820
2023-04-01 20:15:00+00:00,0,823,1201,0,0,3838,0,366,2534,1850
2023-04-01 20:30:00+00:00,0,872,1204,0,0,3885,0,366,2550,1849
2023-04-01 20:45:00+00:00,0,869,1194,0,0,3849,0,364,2556,1848
2023-04-01 21:00:00+00:00,0,906,1190,0,0,3494,0,368,2567,1813
2023-04-01 21:15:00+00:00,0,990,1186,0,0,3330,0,369,2567,1830
2023-04-01 21:30:00+00:00,0,963,1184,0,0,3188,0,368,2556,1839
2023-04-01 21:45:00+00:00,0,1058,1167,0,0,3139,0,363,2555,1822
2023-04-01 22:00:00+00:00,0,1203,1087,0,0,3056,0,361,2332,1820
2023-04-01 22:15:00+00:00,0,1150,1070,0,0,3070,0,359,2299,1800
2023-04-01 22:30:00+00:00,0,1120,1076,0,0,2995,0,358,2296,1805
2023-04-01 22:45:00+00:00,0,1136,1070,0,0,2974,0,359,2284,1755
2023-04-01 23:00:00+00:00,0,1146,1072,0,0,2896,0,363,2313,1701
2023-04-01 23:15:00+00:00,0,1097,1069,0,0,2910,0,362,2306,1643
2023-04-01 23:30:00+00:00,0,1146,1069,0,0,2947,0,358,2254,1613
2023-04-01 23:45:00+00:00,0,1111,1070,0,0,2947,0,368,2244,1582
2023-04-02 00:00:00+00:00,0,961,1066,0,0,2843,0,368,2226,1590
2023-04-02 00:15:00+00:00,0,910,1062,0,0,2770,0,363,2225,1661
2023-04-02 00:30:00+00:00,0,879,1069,0,0,2664,0,365,2220,1722
2023-04-02 00:45:00+00:00,0,872,1069,0,0,2559,0,369,2220,1754
2023-04-02 01:00:00+00:00,0,945,1075,0,0,2597,0,366,2267,1756
2023-04-02 01:15:00+00:00,0,886,1080,0,0,2660,0,358,2226,1771
2023-04-02 01:30:00+00:00,0,899,1078,0,0,2681,0,350,2211,1779
2023-04-02 01:45:00+00:00,0,892,1070,0,0,2718,0,353,2201,1785
2023-04-02 02:00:00+00:00,0,912,1074,0,0,2689,0,346,2209,1798
2023-04-02 02:15:00+00:00,0,892,1072,0,0,2730,0,351,2208,1786
2023-04-02 02:30:00+00:00,0,882,1068,0,0,2700,0,349,2210,1808
2023-04-02 02:45:00+00:00,0,884,1070,0,0,2650,0,354,2204,1801
2023-04-02 03:00:00+00:00,0,904,1067,0,0,2718,0,356,2188,1830
2023-04-02 03:15:00+00:00,0,890,1069,0,0,2723,0,359,2183,1800
2023-04-02 03:30:00+00:00,0,898,1070,0,0,2653,0,354,2182,1748
2023-04-02 03:45:00+00:00,0,903,1072,0,0,2699,0,353,2188,1743
2023-04-02 04:00:00+00:00,0,894,1073,0,0,2737,0,345,2166,1743
2023-04-02 04:15:00+00:00,0,887,1076,0,0,2663,0,349,2156,1756
2023-04-02 04:30:00+00:00,0,957,1064,0,0,2716,0,349,1881,1749
2023-04-02 04:45:00+00:00,0,1169,1063,0,0,3144,0,344,1573,1719
2023-04-02 05:00:00+00:00,0,1044,1064,0,0,3285,1,345,1678,1676
2023-04-02 05:15:00+00:00,0,1108,1060,0,0,3409,5,343,1705,1695
2023-04-02 05:30:00+00:00,0,1071,1057,0,0,3421,12,347,1681,1730
2023-04-02 05:45:00+00:00,0,1087,1062,0,0,3523,22,344,1689,1736
2023-04-02 06:00:00+00:00,0,1152,1065,0,0,3794,34,342,1652,1781
2023-04-02 06:15:00+00:00,0,1162,1059,0,0,3991,51,343,1594,1787
2023-04-02 06:30:00+00:00,0,1175,1069,0,0,4214,78,345,1531,1813
2023-04-02 06:45:00+00:00,0,1176,1071,0,0,4451,101,342,1516,1830
2023-04-02 07:00:00+00:00,0,1202,1070,0,0,4859,131,343,1559,1826
2023-04-02 07:15:00+00:00,0,1210,1068,0,0,5258,147,344,1546,1841
2023-04-02 07:30:00+00:00,0,1100,1072,0,0,5592,167,344,1592,1858
2023-04-02 07:45:00+00:00,0,1114,1075,0,0,6007,194,347,1497,1789
2023-04-02 08:00:00+00:00,0,1107,1077,0,0,6483,211,350,1643,1770
2023-04-02 08:15:00+00:00,0,1170,1076,0,0,7040,258,348,1555,1749
2023-04-02 08:30:00+00:00,0,1144,1136,0,0,7406,267,341,1465,1666
2023-04-02 08:45:00+00:00,0,1124,1189,0,0,7836,297,341,1450,1591
2023-04-02 09:00:00+00:00,0,1097,1210,0,0,8055,331,335,1469,1546
2023-04-02 09:15:00+00:00,0,1012,1202,0,0,8402,346,330,1457,1550
2023-04-02 09:30:00+00:00,0,996,1181,0,0,8872,354,338,1437,1525
2023-04-02 09:45:00+00:00,0,971,1160,0,0,9183,360,332,1414,1485
2023-04-02 10:00:00+00:00,0,984,1104,0,0,9505,368,331,1386,1369
2023-04-02 10:15:00+00:00,0,1007,1052,0,0,9890,372,330,1396,1358
2023-04-02 10:30:00+00:00,0,1011,1033,0,0,10132,382,332,1385,1314
2023-04-02 10:45:00+00:00,0,974,1039,0,0,10293,373,329,1387,1312
2023-04-02 11:00:00+00:00,0,978,1038,0,0,10539,372,322,1234,1331
2023-04-02 11:15:00+00:00,0,992,1039,0,0,10745,383,334,1221,1362
2023-04-02 11:30:00+00:00,0,1018,1040,0,0,10795,361,327,1256,1339
2023-04-02 11:45:00+00:00,0,1031,1037,0,0,10844,396,340,1301,1325
2023-04-02 12:00:00+00:00,0,1062,1034,0,0,11059,377,343,1176,1271
2023-04-02 12:15:00+00:00,0,1074,1049,0,0,11175,378,349,1194,1243
2023-04-02 12:30:00+00:00,0,1061,1052,0,0,11133,378,349,1224,1216
2023-04-02 12:45:00+00:00,0,1067,1051,0,0,11037,360,350,1204,1184
2023-04-02 13:00:00+00:00,0,1025,1048,0,0,10793,354,347,1381,1213
2023-04-02 13:15:00+00:00,0,1006,1043,0,0,10622,352,340,1335,1225
2023-04-02 13:30:00+00:00,0,1010,1051,0,0,10427,351,336,1333,1205
2023-04-02 13:45:00+00:00,0,1037,1049,0,0,10138,350,340,1306,1180
2023-04-02 14:00:00+00:00,0,1021,1045,0,0,9683,329,340,1292,1148
2023-04-02 14:15:00+00:00,0,1016,1039,0,0,9293,312,345,1282,1126
2023-04-02 14:30:00+00:00,0,1070,1042,0,0,8905,294,341,1267,1139
2023-04-02 14:45:00+00:00,0,1105,1039,0,0,8454,276,347,1230,1134
2023-04-02 15:00:00+00:00,0,1160,1035,0,0,7850,263,351,1182,1100
2023-04-02 15:15:00+00:00,0,1192,1031,0,0,7177,236,359,1186,1099
2023-04-02 15:30:00+00:00,0,1302,1079,0,0,6738,214,361,1220,1099
2023-04-02 15:45:00+00:00,0,1375,1188,0,0,6383,182,362,1258,1080
2023-04-02 16:00:00+00:00,0,1505,1272,0,0,6110,158,364,1327,1102
2023-04-02 16:15:00+00:00,0,1592,1366,0,0,5592,127,356,1373,1119
2023-04-02 16:30:00+00:00,0,1843,1495,0,0,5297,96,364,1437,1106
2023-04-02 16:45:00+00:00,0,2013,1602,0,0,4968,71,377,1438,1079
2023-04-02 17:00:00+00:00,0,2138,1702,0,0,4531,46,379,1406,1058
2023-04-02 17:15:00+00:00,0,2250,1772,0,0,3996,26,377,1390,1033
2023-04-02 17:30:00+00:00,0,2445,1778,0,0,3762,14,378,1483,1031
2023-04-02 17:45:00+00:00,0,2605,1795,0,0,3710,6,372,1504,1008
2023-04-02 18:00:00+00:00,0,2495,1780,0,0,3642,1,380,1506,1017
2023-04-02 18:15:00+00:00,0,2470,1777,0,0,3583,0,376,1503,1024
2023-04-02 18:30:00+00:00,0,2419,1787,0,0,3596,0,375,1508,1028
2023-04-02 18:45:00+00:00,0,2330,1794,0,0,3620,0,374,1531,1011
2023-04-02 19:00:00+00:00,0,2144,1800,0,0,3620,0,372,1530,1023
2023-04-02 19:15:00+00:00,0,2132,1820,0,0,3533,0,362,1498,1036
2023-04-02 19:30:00+00:00,0,2105,1833,0,0,3522,0,366,1451,1082
2023-04-02 19:45:00+00:00,0,2039,1817,0,0,3458,0,365,1422,1119
2023-04-02 20:00:00+00:00,0,2076,1820,0,0,3321,0,371,1390,1204
2023-04-02 20:15:00+00:00,0,2009,1804,0,0,3191,0,372,1341,1263
2023-04-02 20:30:00+00:00,0,2046,1812,0,0,3135,0,368,1307,1273
2023-04-02 20:45:00+00:00,0,2019,1808,0,0,3111,0,372,1257,1248
2023-04-02 21:00:00+00:00,0,2022,1819,0,0,3064,0,377,1277,1230
2023-04-02 21:15:00+00:00,0,1988,1824,0,0,3016,0,378,1311,1209
2023-04-02 21:30:00+00:00,0,1998,1835,0,0,2919,0,370,1314,1191
2023-04-02 21:45:00+00:00,0,1979,1831,0,0,2916,0,371,1308,1174
2023-04-02 22:00:00+00:00,0,1733,1811,0,0,2586,0,369,1305,1174
2023-04-02 22:15:00+00:00,0,1689,1807,0,0,2451,0,366,1324,1192
2023-04-02 22:30:00+00:00,0,1550,1820,0,0,2439,0,359,1293,1216
2023-04-02 22:45:00+00:00,0,1465,1810,0,0,2267,0,363,1215,1204
2023-04-02 23:00:00+00:00,0,1628,1807,0,0,2267,0,362,1112,1278
2023-04-02 23:15:00+00:00,0,1639,1823,0,0,2305,0,364,1065,1306
2023-04-02 23:30:00+00:00,0,1632,1824,0,0,2331,0,365,1064,1289
2023-04-02 23:45:00+00:00,0,1660,1813,0,0,2346,0,361,1044,1251
2023-04-03 00:00:00+00:00,0,1769,1810,0,0,2340,0,355,997,1194
2023-04-03 00:15:00+00:00,0,1871,1827,0,0,2345,0,360,929,1093
2023-04-03 00:30:00+00:00,0,1852,1821,0,0,2324,0,360,848,1008
2023-04-03 00:45:00+00:00,0,1838,1817,0,0,2308,0,366,770,939
2023-04-03 01:00:00+00:00,0,1883,1812,0,0,2219,0,368,717,885
2023-04-03 01:15:00+00:00,0,2075,1808,0,0,2162,0,362,684,887
2023-04-03 01:30:00+00:00,0,2096,1816,0,0,2143,0,362,651,901
2023-04-03 01:45:00+00:00,0,2133,1820,0,0,2170,0,362,581,903
2023-04-03 02:00:00+00:00,0,2084,1821,0,0,2163,0,369,533,863
2023-04-03 02:15:00+00:00,0,2098,1823,0,0,2126,0,366,499,835
2023-04-03 02:30:00+00:00,0,2152,1823,0,0,2093,0,354,489,816
2023-04-03 02:45:00+00:00,0,2284,1792,0,0,2127,0,354,470,776
2023-04-03 03:00:00+00:00,0,2393,1819,0,0,2211,0,353,464,750
2023-04-03 03:15:00+00:00,0,2476,1818,0,0,2221,0,345,469,736
2023-04-03 03:30:00+00:00,0,2565,1819,0,0,2280,0,343,445,703
2023-04-03 03:45:00+00:00,0,2688,1820,0,0,2418,0,349,448,696
2023-04-03 04:00:00+00:00,0,2783,1818,0,0,2472,0,346,436,719
2023-04-03 04:15:00+00:00,0,2942,1821,0,0,2511,0,348,407,712
2023-04-03 04:30:00+00:00,0,3028,1819,0,0,2640,0,349,389,667
2023-04-03 04:45:00+00:00,0,3180,1882,0,0,2769,0,350,376,649
2023-04-03 05:00:00+00:00,0,3051,1938,0,0,2803,2,337,351,646
2023-04-03 05:15:00+00:00,0,3079,1962,0,0,2842,7,336,343,631
2023-04-03 05:30:00+00:00,0,3020,2031,0,0,2892,18,348,349,639
2023-04-03 05:45:00+00:00,0,3035,2042,0,0,3115,35,339,366,662
2023-04-03 06:00:00+00:00,0,3159,2041,0,0,3541,57,342,363,681
2023-04-03 06:15:00+00:00,0,3111,2045,0,0,3977,80,340,353,637
2023-04-03 06:30:00+00:00,0,3038,2054,0,0,4444,104,348,349,569
2023-04-03 06:45:00+00:00,0,2911,2110,0,0,4944,132,356,328,494
2023-04-03 07:00:00+00:00,0,3030,2178,0,0,5560,161,361,298,485
2023-04-03 07:15:00+00:00,0,2908,2214,0,0,6313,191,362,278,464
2023-04-03 07:30:00+00:00,0,2620,2219,0,0,6828,221,359,269,453
2023-04-03 07:45:00+00:00,0,2414,2207,0,0,7262,248,360,251,443
2023-04-03 08:00:00+00:00,0,2265,2268,0,0,7917,272,360,281,443
2023-04-03 08:15:00+00:00,0,1984,2251,0,0,8655,293,358,328,432
2023-04-03 08:30:00+00:00,0,1864,2217,0,0,9303,314,350,333,461
2023-04-03 08:45:00+00:00,0,1691,2099,0,0,9661,336,352,354,492
2023-04-03 09:00:00+00:00,0,1726,1940,0,0,10120,355,351,351,565
2023-04-03 09:15:00+00:00,0,1673,1842,0,0,10296,368,346,327,600
2023-04-03 09:30:00+00:00,0,1544,1774,0,0,10580,385,355,338,626
2023-04-03 09:45:00+00:00,0,1523,1705,0,0,10806,246,350,375,652
2023-04-03 10:00:00+00:00,0,1703,1666,0,0,11372,317,343,397,818
2023-04-03 10:15:00+00:00,0,1667,1671,0,0,11615,401,332,460,854
2023-04-03 10:30:00+00:00,0,1567,1684,0,0,11731,405,337,503,840
2023-04-03 10:45:00+00:00,0,1544,1689,0,0,11850,289,352,473,829
2023-04-03 11:00:00+00:00,0,1537,1687,0,0,11934,407,357,426,842
2023-04-03 11:15:00+00:00,0,1531,1682,0,0,12080,249,356,435,860
2023-04-03 11:30:00+00:00,0,1513,1686,0,0,12103,252,357,435,857
2023-04-03 11:45:00+00:00,0,1482,1681,0,0,12119,252,361,426,806
2023-04-03 12:00:00+00:00,0,1541,1684,0,0,12213,251,362,478,911
2023-04-03 12:15:00+00:00,0,1557,1690,0,0,12110,415,356,432,908
2023-04-03 12:30:00+00:00,0,1572,1692,0,0,12021,415,358,411,896
2023-04-03 12:45:00+00:00,0,1612,1695,0,0,11868,405,363,428,936
2023-04-03 13:00:00+00:00,0,1531,1692,0,0,11470,339,357,445,852
2023-04-03 13:15:00+00:00,0,1567,1686,0,0,11213,242,349,481,948
2023-04-03 13:30:00+00:00,0,1627,1691,0,0,10975,386,351,487,975
2023-04-03 13:45:00+00:00,0,1677,1695,0,0,10828,376,343,496,1000
2023-04-03 14:00:00+00:00,0,1627,1694,0,0,10190,359,337,504,943
2023-04-03 14:15:00+00:00,0,1732,1689,0,0,9916,340,345,506,1035
2023-04-03 14:30:00+00:00,0,1833,1756,0,0,9453,316,348,494,1057
2023-04-03 14:45:00+00:00,0,1915,1814,0,0,8979,294,332,506,1039
2023-04-03 15:00:00+00:00,0,1875,1884,0,0,8541,271,328,522,978
2023-04-03 15:15:00+00:00,0,1927,1955,0,0,8059,246,327,563,1016
2023-04-03 15:30:00+00:00,0,2108,2121,0,0,7495,220,352,612,986
2023-04-03 15:45:00+00:00,0,2317,2313,0,0,7019,192,372,654,964
2023-04-03 16:00:00+00:00,0,2295,2425,0,0,6280,163,371,604,858
2023-04-03 16:15:00+00:00,0,2553,2455,0,0,5670,131,366,746,921
2023-04-03 16:30:00+00:00,0,2881,2410,0,0,5342,100,343,821,943
2023-04-03 16:45:00+00:00,0,3097,2326,0,0,5126,71,346,838,951
2023-04-03 17:00:00+00:00,0,2885,2381,0,0,4472,48,359,775,910
2023-04-03 17:15:00+00:00,0,3080,2441,0,0,4021,26,352,888,964
2023-04-03 17:30:00+00:00,0,3138,2466,0,0,3822,12,356,922,942
2023-04-03 17:45:00+00:00,0,3390,2479,0,0,3832,6,350,921,946
2023-04-03 18:00:00+00:00,0,3358,2514,0,0,4024,1,346,947,938
2023-04-03 18:15:00+00:00,0,3271,2550,0,0,4060,0,351,982,955
2023-04-03 18:30:00+00:00,0,3181,2553,0,0,4115,0,346,1007,970
2023-04-03 18:45:00+00:00,0,3204,2550,0,0,4136,0,349,1027,981
2023-04-03 19:00:00+00:00,0,3179,2542,0,0,4069,0,347,1011,992
2023-04-03 19:15:00+00:00,0,3201,2548,0,0,3997,0,350,969,1033
2023-04-03 19:30:00+00:00,0,3308,2557,0,0,4154,0,349,950,1062
2023-04-03 19:45:00+00:00,0,3338,2550,0,0,4047,0,352,986,1084
2023-04-03 20:00:00+00:00,0,3508,2540,0,0,3978,0,356,1047,1134
2023-04-03 20:15:00+00:00,0,3575,2557,0,0,4035,0,352,1046,1138
2023-04-03 20:30:00+00:00,0,3609,2541,0,0,4008,0,361,1016,1133
2023-04-03 20:45:00+00:00,0,3615,2540,0,0,3932,0,368,1001,1145
2023-04-03 21:00:00+00:00,0,3832,2488,0,0,3847,0,370,1000,1161
2023-04-03 21:15:00+00:00,0,3791,2474,0,0,3718,0,353,1030,1154
2023-04-03 21:30:00+00:00,0,3566,2474,0,0,3467,0,351,1037,1121
2023-04-03 21:45:00+00:00,0,3566,2465,0,0,3213,0,348,999,1041
2023-04-03 22:00:00+00:00,0,3624,2480,0,0,3159,0,348,952,1007
2023-04-03 22:15:00+00:00,0,3722,2474,0,0,3289,0,345,908,944
2023-04-03 22:30:00+00:00,0,3684,2477,0,0,3326,0,346,900,897
2023-04-03 22:45:00+00:00,0,3651,2478,0,0,3291,0,346,884,853
2023-04-03 23:00:00+00:00,0,3771,2466,0,0,3224,0,343,833,815
2023-04-03 23:15:00+00:00,0,3735,2477,0,0,3219,0,346,780,797
2023-04-03 23:30:00+00:00,0,3746,2490,0,0,3163,0,341,760,784
2023-04-03 23:45:00+00:00,0,3728,2466,0,0,3079,0,343,726,768
2023-04-04 00:00:00+00:00,0,3681,2401,0,0,2866,0,338,656,741
2023-04-04 00:15:00+00:00,0,3668,2378,0,0,2801,0,344,594,703
2023-04-04 00:30:00+00:00,0,3660,2379,0,0,2784,0,346,557,663
2023-04-04 00:45:00+00:00,0,3620,2389,0,0,2762,0,346,556,627
2023-04-04 01:00:00+00:00,0,3679,2390,0,0,2694,0,344,542,618
2023-04-04 01:15:00+00:00,0,3692,2390,0,0,2664,0,340,535,575
2023-04-04 01:30:00+00:00,0,3696,2392,0,0,2644,0,342,529,538
2023-04-04 01:45:00+00:00,0,3778,2398,0,0,2686,0,343,515,529
2023-04-04 02:00:00+00:00,0,3896,2461,0,0,2813,0,338,503,502
2023-04-04 02:15:00+00:00,0,3923,2478,0,0,2805,0,338,482,493
2023-04-04 02:30:00+00:00,0,3939,2490,0,0,2784,0,338,425,480
2023-04-04 02:45:00+00:00,0,4055,2482,0,0,2826,0,339,390,434
2023-04-04 03:00:00+00:00,0,4231,2509,0,0,2947,0,338,364,389
2023-04-04 03:15:00+00:00,0,4309,2532,0,0,2878,0,343,320,338
2023-04-04 03:30:00+00:00,0,4517,2532,0,0,2892,0,341,283,289
2023-04-04 03:45:00+00:00,0,4916,2525,0,0,2910,0,335,223,240
2023-04-04 04:00:00+00:00,0,4862,2482,0,0,2821,0,334,190,199
2023-04-04 04:15:00+00:00,0,4907,2434,0,0,2874,0,328,192,168
2023-04-04 04:30:00+00:00,0,5084,2434,0,0,2994,0,326,180,148
2023-04-04 04:45:00+00:00,0,5349,2438,0,0,3216,0,336,185,140
2023-04-04 05:00:00+00:00,0,5339,2491,0,0,3287,3,332,177,133
2023-04-04 05:15:00+00:00,0,5804,2521,0,0,3729,11,333,160,130
2023-04-04 05:30:00+00:00,0,5715,2521,0,0,3745,27,334,140,129
2023-04-04 05:45:00+00:00,0,5678,2523,0,0,3766,43,336,147,122
2023-04-04 06:00:00+00:00,0,5542,2457,0,0,4085,52,329,138,120
2023-04-04 06:15:00+00:00,0,5534,2407,0,0,4474,64,321,115,123
2023-04-04 06:30:00+00:00,0,5335,2281,0,0,4771,85,321,110,123
2023-04-04 06:45:00+00:00,0,5199,2234,0,0,4873,119,323,103,118
2023-04-04 07:00:00+00:00,0,5578,2225,0,0,5969,155,333,82,124
2023-04-04 07:15:00+00:00,0,5373,2224,0,0,6706,191,332,76,124
2023-04-04 07:30:00+00:00,0,5072,2217,0,0,7060,224,336,74,132
2023-04-04 07:45:00+00:00,0,4465,2234,0,0,7433,248,337,74,139
2023-04-04 08:00:00+00:00,0,3789,2278,0,0,7743,265,340,70,143
2023-04-04 08:15:00+00:00,0,3412,2286,0,0,8361,290,345,69,148
2023-04-04 08:30:00+00:00,0,3267,2229,0,0,8665,316,345,69,149
2023-04-04 08:45:00+00:00,0,3046,2145,0,0,9175,315,339,60,153
2023-04-04 09:00:00+00:00,0,3235,2146,0,0,9848,301,345,48,168
2023-04-04 09:15:00+00:00,0,3107,2101,0,0,10455,364,336,50,186
2023-04-04 09:30:00+00:00,0,2935,1991,0,0,10929,375,338,58,189
2023-04-04 09:45:00+00:00,0,2809,1849,0,0,11221,384,337,57,188
2023-04-04 10:00:00+00:00,0,2860,1791,0,0,11616,383,337,57,209
2023-04-04 10:15:00+00:00,0,2774,1770,0,0,11982,392,344,49,208
2023-04-04 10:30:00+00:00,0,2706,1701,0,0,12103,395,317,47,204
2023-04-04 10:45:00+00:00,0,2596,1670,0,0,12186,386,310,48,204
2023-04-04 11:00:00+00:00,0,2725,1670,0,0,12447,378,316,54,208
2023-04-04 11:15:00+00:00,0,2724,1685,0,0,12619,383,316,49,206
2023-04-04 11:30:00+00:00,0,2695,1684,0,0,12737,386,314,54,202
2023-04-04 11:45:00+00:00,0,2705,1677,0,0,12770,388,310,52,202
2023-04-04 12:00:00+00:00,0,2713,1681,0,0,12716,372,319,33,200
2023-04-04 12:15:00+00:00,0,2725,1693,0,0,12650,354,315,28,197
2023-04-04 12:30:00+00:00,0,2702,1687,0,0,12482,381,313,25,201
2023-04-04 12:45:00+00:00,0,2752,1680,0,0,12313,363,317,19,200
2023-04-04 13:00:00+00:00,0,2684,1715,0,0,11837,356,320,16,195
