,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023-10-15 14:30:00+00:00,30,1349,834,0,477,4428,106,272,2191,902
2023-10-15 14:45:00+00:00,30,1594,931,0,477,4253,107,271,2045,1013
2023-10-15 15:00:00+00:00,30,1871,1013,0,477,3960,77,268,1962,1011
2023-10-15 15:15:00+00:00,30,2232,1108,0,477,3800,53,259,2028,979
2023-10-15 15:30:00+00:00,30,2472,1131,0,477,3441,31,261,2009,968
2023-10-15 15:45:00+00:00,30,2999,1215,0,477,3259,28,261,1792,841
2023-10-15 16:00:00+00:00,30,3538,1332,0,477,3061,15,265,1698,867
2023-10-15 16:15:00+00:00,30,3838,1407,0,477,3064,6,266,1579,998
2023-10-15 16:30:00+00:00,30,4160,1437,0,477,3065,1,265,1713,845
2023-10-15 16:45:00+00:00,30,4586,1465,0,477,2838,0,259,1678,809
2023-10-15 17:00:00+00:00,31,5035,1509,0,478,2814,0,256,1687,1008
2023-10-15 17:15:00+00:00,30,5170,1514,0,477,2960,0,261,1531,992
2023-10-15 17:30:00+00:00,30,5279,1516,0,477,2895,0,261,1476,857
2023-10-15 17:45:00+00:00,30,5263,1515,0,477,2797,0,263,1554,855
2023-10-15 18:00:00+00:00,30,5374,1544,0,477,2621,0,262,1419,710
2023-10-15 18:15:00+00:00,30,5420,1553,0,477,2574,0,267,1462,694
2023-10-15 18:30:00+00:00,30,5326,1532,0,477,2694,0,253,1400,659
2023-10-15 18:45:00+00:00,30,5283,1523,0,477,2616,0,271,1247,648
2023-10-15 19:00:00+00:00,30,4999,1526,0,477,2447,0,289,1171,580
2023-10-15 19:15:00+00:00,31,4814,1530,0,477,2434,0,287,1146,762
2023-10-15 19:30:00+00:00,29,4733,1519,0,477,2358,0,284,1146,727
2023-10-15 19:45:00+00:00,28,4623,1513,0,477,2320,0,286,1131,566
2023-10-15 20:00:00+00:00,28,4461,1522,0,477,2181,0,290,1184,478
2023-10-15 20:15:00+00:00,28,4156,1517,0,477,2048,0,286,1180,390
2023-10-15 20:30:00+00:00,28,3951,1513,0,477,2013,0,292,1117,463
2023-10-15 20:45:00+00:00,27,3709,1514,0,477,1978,0,293,1122,521
2023-10-15 21:00:00+00:00,27,3296,1509,0,477,2046,0,294,1006,363
2023-10-15 21:15:00+00:00,26,3283,1505,0,477,1956,0,296,897,265
2023-10-15 21:30:00+00:00,26,3174,1510,0,477,1983,0,296,828,389
2023-10-15 21:45:00+00:00,26,2974,1506,0,477,1968,0,294,842,473
2023-10-15 22:00:00+00:00,27,2758,1458,0,477,1518,0,290,825,310
2023-10-15 22:15:00+00:00,28,2588,1416,0,477,1441,0,285,761,295
2023-10-15 22:30:00+00:00,29,2491,1418,0,478,1407,0,285,650,360
2023-10-15 22:45:00+00:00,28,2283,1455,0,478,1420,0,287,801,386
2023-10-15 23:00:00+00:00,28,2256,1434,0,478,1451,0,294,745,389
2023-10-15 23:15:00+00:00,28,2135,1393,0,478,1492,0,301,604,543
2023-10-15 23:30:00+00:00,28,2009,1406,0,478,1403,0,301,706,601
2023-10-15 23:45:00+00:00,29,2021,1431,0,478,1291,0,297,750,488
2023-10-16 00:00:00+00:00,28,2040,1405,0,478,1273,0,296,746,482
2023-10-16 00:15:00+00:00,28,1889,1387,0,478,1270,0,293,764,558
2023-10-16 00:30:00+00:00,29,1842,1370,0,478,1290,0,294,721,486
2023-10-16 00:45:00+00:00,29,1861,1361,0,478,1227,0,294,747,439
2023-10-16 01:00:00+00:00,28,2115,1407,0,478,1185,0,293,726,482
2023-10-16 01:15:00+00:00,28,2157,1417,0,478,1167,0,292,710,538
2023-10-16 01:30:00+00:00,28,2215,1429,0,478,1209,0,299,768,395
2023-10-16 01:45:00+00:00,28,2142,1423,0,478,1239,0,298,822,396
2023-10-16 02:00:00+00:00,28,2135,1464,0,478,1289,0,302,824,429
2023-10-16 02:15:00+00:00,28,2200,1477,0,479,1311,0,293,707,400
2023-10-16 02:30:00+00:00,29,2225,1456,0,478,1292,0,291,800,355
2023-10-16 02:45:00+00:00,28,2309,1423,0,478,1359,0,291,804,389
2023-10-16 03:00:00+00:00,28,2442,1440,0,478,1233,0,297,835,385
2023-10-16 03:15:00+00:00,28,2709,1442,0,478,1313,0,296,904,368
2023-10-16 03:30:00+00:00,28,2877,1432,0,478,1333,0,293,931,322
2023-10-16 03:45:00+00:00,28,3188,1433,0,478,1494,0,296,895,295
2023-10-16 04:00:00+00:00,28,3714,1438,0,478,1645,0,300,866,242
2023-10-16 04:15:00+00:00,28,4200,1466,0,478,1635,0,298,766,267
2023-10-16 04:30:00+00:00,28,4563,1475,0,478,1687,0,297,659,288
2023-10-16 04:45:00+00:00,28,4796,1472,0,478,1812,0,300,588,324
2023-10-16 05:00:00+00:00,26,5547,1493,0,478,1858,0,294,545,304
2023-10-16 05:15:00+00:00,26,5858,1497,0,478,1897,0,291,592,275
2023-10-16 05:30:00+00:00,25,6113,1531,0,477,1917,0,289,574,285
2023-10-16 05:45:00+00:00,25,6176,1539,0,477,1954,0,290,613,302
2023-10-16 06:00:00+00:00,25,6299,1536,0,477,1945,1,293,506,269
2023-10-16 06:15:00+00:00,25,6353,1533,0,477,1947,6,292,526,285
2023-10-16 06:30:00+00:00,25,6319,1536,0,477,2005,12,290,590,286
2023-10-16 06:45:00+00:00,25,6322,1505,0,477,2165,21,288,528,278
2023-10-16 07:00:00+00:00,25,6221,1515,0,477,2304,32,292,468,208
2023-10-16 07:15:00+00:00,25,6226,1594,0,477,2537,47,287,487,177
2023-10-16 07:30:00+00:00,25,6091,1592,0,477,2915,54,286,347,210
2023-10-16 07:45:00+00:00,25,5945,1637,0,477,3254,53,287,357,163
2023-10-16 08:00:00+00:00,25,5647,1638,0,477,3609,78,282,410,142
2023-10-16 08:15:00+00:00,25,5427,1671,0,477,4016,85,283,456,159
2023-10-16 08:30:00+00:00,25,4957,1718,0,477,4404,99,284,392,164
2023-10-16 08:45:00+00:00,26,4231,1770,0,477,4765,131,282,401,205
2023-10-16 09:00:00+00:00,22,3588,1826,0,477,4930,118,281,444,194
2023-10-16 09:15:00+00:00,20,3240,1904,0,477,5244,138,280,400,186
2023-10-16 09:30:00+00:00,20,2913,1962,0,477,5574,147,277,316,181
2023-10-16 09:45:00+00:00,22,2834,1887,0,477,5847,161,280,269,185
2023-10-16 10:00:00+00:00,23,2758,1859,0,477,6229,174,285,218,165
2023-10-16 10:15:00+00:00,25,2706,1882,0,477,6513,155,282,161,170
2023-10-16 10:30:00+00:00,28,2564,1961,0,477,6671,201,279,129,145
2023-10-16 10:45:00+00:00,28,2438,2018,0,477,6525,232,278,112,127
2023-10-16 11:00:00+00:00,27,2391,1976,0,477,6320,188,287,114,139
2023-10-16 11:15:00+00:00,27,2571,1973,0,478,6078,211,283,126,128
2023-10-16 11:30:00+00:00,27,2558,2015,0,477,5817,176,286,124,110
2023-10-16 11:45:00+00:00,30,2657,2037,0,477,5562,142,282,117,116
2023-10-16 12:00:00+00:00,33,3223,2124,0,477,5497,127,284,132,119
2023-10-16 12:15:00+00:00,33,3208,2202,0,477,5500,148,288,125,118
2023-10-16 12:30:00+00:00,34,3286,2212,0,477,5416,140,279,120,121
2023-10-16 12:45:00+00:00,35,3366,2211,0,477,5235,140,286,124,123
2023-10-16 13:00:00+00:00,34,3741,2176,0,477,5073,140,284,109,119
2023-10-16 13:15:00+00:00,34,3965,2150,0,478,4866,134,278,121,118
2023-10-16 13:30:00+00:00,34,4111,2145,0,478,4689,123,275,112,114
2023-10-16 13:45:00+00:00,34,4525,2161,0,478,4523,105,276,121,125
2023-10-16 14:00:00+00:00,32,5188,2176,0,478,4399,95,277,125,134
2023-10-16 14:15:00+00:00,30,5763,2129,0,478,4126,84,281,136,147
2023-10-16 14:30:00+00:00,30,6278,2123,0,478,4028,73,288,160,145
2023-10-16 14:45:00+00:00,30,6515,2114,0,478,3903,67,279,169,137
2023-10-16 15:00:00+00:00,31,6910,2127,0,478,3781,51,280,196,140
2023-10-16 15:15:00+00:00,33,7107,2141,0,478,3614,40,283,258,144
2023-10-16 15:30:00+00:00,31,7291,2190,0,478,3447,29,280,287,140
2023-10-16 15:45:00+00:00,30,7395,2220,0,478,3291,20,272,319,142
2023-10-16 16:00:00+00:00,30,7582,2229,0,478,3317,11,273,334,145
2023-10-16 16:15:00+00:00,29,7644,2226,0,478,3248,4,277,380,163
2023-10-16 16:30:00+00:00,28,7694,2230,0,478,3241,0,275,425,181
2023-10-16 16:45:00+00:00,28,7744,2234,0,478,3292,0,272,373,181
2023-10-16 17:00:00+00:00,28,7882,2242,0,478,3357,0,271,187,184
2023-10-16 17:15:00+00:00,29,7765,2243,0,478,3398,0,279,213,202
2023-10-16 17:30:00+00:00,29,7677,2241,0,478,3409,0,291,263,227
2023-10-16 17:45:00+00:00,30,7627,2233,0,478,3376,0,284,264,231
2023-10-16 18:00:00+00:00,31,7749,2237,0,478,3348,0,283,268,242
2023-10-16 18:15:00+00:00,30,7733,2242,0,477,3321,0,277,292,253
2023-10-16 18:30:00+00:00,30,7731,2245,0,477,3288,0,274,325,259
2023-10-16 18:45:00+00:00,31,7685,2239,0,477,3285,0,278,338,259
2023-10-16 19:00:00+00:00,30,7587,2216,0,478,3209,0,274,371,280
2023-10-16 19:15:00+00:00,30,7401,2247,0,478,3126,0,277,378,321
2023-10-16 19:30:00+00:00,30,7375,2248,0,478,3153,0,279,370,340
2023-10-16 19:45:00+00:00,29,7050,2254,0,477,3160,0,280,368,331
2023-10-16 20:00:00+00:00,28,6496,2261,0,477,2990,0,282,1044,342
2023-10-16 20:15:00+00:00,28,6225,2261,0,477,2767,0,286,1173,330
2023-10-16 20:30:00+00:00,28,6181,2263,0,478,2730,0,280,1067,305
2023-10-16 20:45:00+00:00,28,5678,2261,0,477,2478,0,281,1016,299
2023-10-16 21:00:00+00:00,28,4831,2255,0,477,2013,0,275,1009,300
2023-10-16 21:15:00+00:00,27,4344,2254,0,477,1783,0,282,1013,280
2023-10-16 21:30:00+00:00,27,4154,2255,0,477,1730,0,278,1032,268
2023-10-16 21:45:00+00:00,27,3764,2228,0,477,1702,0,277,1044,256
2023-10-16 22:00:00+00:00,27,3216,2195,0,477,1504,0,278,1045,261
2023-10-16 22:15:00+00:00,27,2961,2192,0,477,1436,0,277,1085,264
2023-10-16 22:30:00+00:00,27,2813,2192,0,477,1432,0,280,1148,254
2023-10-16 22:45:00+00:00,28,2590,2191,0,477,1432,0,279,1189,255
2023-10-16 23:00:00+00:00,28,2165,2174,0,477,1333,0,283,1250,261
2023-10-16 23:15:00+00:00,28,2059,2171,0,477,1291,0,283,1350,250
2023-10-16 23:30:00+00:00,28,2007,2167,0,477,1276,0,284,1447,253
2023-10-16 23:45:00+00:00,27,1940,2148,0,477,1193,0,283,1477,265
2023-10-17 00:00:00+00:00,26,1970,2141,0,477,1109,0,280,1385,275
2023-10-17 00:15:00+00:00,26,1908,2165,0,477,1137,0,280,1336,282
2023-10-17 00:30:00+00:00,26,1834,2157,0,477,1127,0,279,1360,290
2023-10-17 00:45:00+00:00,27,1819,2135,0,477,1111,0,280,1355,304
2023-10-17 01:00:00+00:00,28,2044,2117,0,477,1189,0,281,1321,322
2023-10-17 01:15:00+00:00,27,1994,2146,0,477,1256,0,279,1270,343
2023-10-17 01:30:00+00:00,26,1989,2163,0,477,1281,0,273,1227,366
2023-10-17 01:45:00+00:00,25,1980,2190,0,477,1305,0,279,1197,380
2023-10-17 02:00:00+00:00,25,2144,2241,0,477,1311,0,278,1168,398
2023-10-17 02:15:00+00:00,26,2209,2218,0,478,1311,0,279,1159,415
2023-10-17 02:30:00+00:00,26,2266,2226,0,478,1346,0,279,1068,444
2023-10-17 02:45:00+00:00,27,2379,2213,0,477,1416,0,276,1017,433
2023-10-17 03:00:00+00:00,26,2562,2182,0,477,1497,0,276,1044,439
2023-10-17 03:15:00+00:00,25,2818,2162,0,477,1500,0,279,1101,456
2023-10-17 03:30:00+00:00,25,3068,2172,0,477,1474,0,282,1159,429
2023-10-17 03:45:00+00:00,25,3553,2168,0,477,1603,0,286,1218,404
2023-10-17 04:00:00+00:00,25,4494,2159,0,477,1935,0,280,1299,399
2023-10-17 04:15:00+00:00,25,4980,2155,0,477,2072,0,279,1375,396
2023-10-17 04:30:00+00:00,24,5219,2160,0,477,2287,0,278,1468,401
2023-10-17 04:45:00+00:00,24,5621,2158,0,477,2505,0,282,1544,414
2023-10-17 05:00:00+00:00,24,6008,2159,0,477,2478,0,277,1576,421
2023-10-17 05:15:00+00:00,24,6435,2158,0,477,2610,0,271,1708,438
2023-10-17 05:30:00+00:00,24,6549,2178,0,478,2622,0,273,1761,486
2023-10-17 05:45:00+00:00,24,6782,2181,0,477,2651,0,275,1782,510
2023-10-17 06:00:00+00:00,24,7018,2174,0,477,2822,1,275,1801,550
2023-10-17 06:15:00+00:00,24,7074,2153,0,477,2930,5,268,1832,587
2023-10-17 06:30:00+00:00,25,7053,2156,0,477,2999,12,262,1834,627
2023-10-17 06:45:00+00:00,25,7034,2175,0,477,3207,26,263,1830,691
2023-10-17 07:00:00+00:00,26,7064,2190,0,477,3629,42,256,1836,727
2023-10-17 07:15:00+00:00,25,6844,2201,0,479,4084,59,251,1861,754
2023-10-17 07:30:00+00:00,25,6594,2180,0,481,4521,74,256,1883,770
2023-10-17 07:45:00+00:00,25,6098,2182,0,481,5036,96,243,1847,770
2023-10-17 08:00:00+00:00,26,5373,2141,0,481,5326,117,243,1841,780
2023-10-17 08:15:00+00:00,25,4895,2123,0,481,6069,138,240,1812,788
2023-10-17 08:30:00+00:00,24,4179,2163,0,477,6592,162,253,1803,792
2023-10-17 08:45:00+00:00,24,3310,2161,0,477,7043,185,259,1820,809
2023-10-17 09:00:00+00:00,25,2222,2134,0,477,7236,206,264,1885,761
2023-10-17 09:15:00+00:00,25,1756,2125,0,477,7623,222,263,1900,776
2023-10-17 09:30:00+00:00,26,1524,2077,0,477,7861,235,263,1947,776
2023-10-17 09:45:00+00:00,26,1415,2028,0,477,8155,210,261,1883,771
2023-10-17 10:00:00+00:00,26,1345,1920,0,477,8880,248,257,2000,887
2023-10-17 10:15:00+00:00,26,1238,1778,0,477,9098,266,249,2033,863
2023-10-17 10:30:00+00:00,26,1201,1684,0,477,9217,272,243,2037,857
2023-10-17 10:45:00+00:00,26,1214,1604,0,477,9198,276,257,2052,873
2023-10-17 11:00:00+00:00,26,1287,1475,0,477,9520,230,266,2018,894
2023-10-17 11:15:00+00:00,26,1253,1438,0,477,9649,247,267,2028,898
2023-10-17 11:30:00+00:00,25,1202,1434,0,477,9693,276,264,1978,905
2023-10-17 11:45:00+00:00,25,1227,1412,0,477,9531,272,268,1969,939
2023-10-17 12:00:00+00:00,24,1242,1432,0,477,9196,263,268,1865,930
2023-10-17 12:15:00+00:00,26,1275,1443,0,477,9036,257,273,1935,921
2023-10-17 12:30:00+00:00,26,1252,1439,0,477,9069,248,273,1963,968
2023-10-17 12:45:00+00:00,26,1278,1493,0,477,8644,239,268,2010,960
2023-10-17 13:00:00+00:00,26,1265,1591,0,477,8027,226,275,1897,881
2023-10-17 13:15:00+00:00,26,1323,1679,0,477,7686,213,279,2008,924
2023-10-17 13:30:00+00:00,22,1429,1758,0,477,7520,198,279,2023,960
2023-10-17 13:45:00+00:00,20,1607,1849,0,478,7088,183,280,2045,968
2023-10-17 14:00:00+00:00,20,1687,1935,0,478,6489,164,272,2007,988
2023-10-17 14:15:00+00:00,21,1993,2007,0,478,6101,144,250,2026,971
2023-10-17 14:30:00+00:00,26,2391,2051,0,478,5559,122,243,2053,969
2023-10-17 14:45:00+00:00,27,2851,2049,0,478,5007,103,237,2095,956
2023-10-17 15:00:00+00:00,28,2949,2079,0,478,4509,83,236,1946,932
2023-10-17 15:15:00+00:00,27,3311,2111,0,478,3993,61,240,2178,963
2023-10-17 15:30:00+00:00,26,3772,2136,0,478,3642,39,241,2222,943
2023-10-17 15:45:00+00:00,26,4078,2125,0,478,3389,23,242,2254,947
2023-10-17 16:00:00+00:00,25,4381,2160,0,478,3460,10,246,2321,931
2023-10-17 16:15:00+00:00,25,4561,2178,0,478,3482,3,240,2387,964
2023-10-17 16:30:00+00:00,25,4585,2178,0,478,3504,0,236,2428,1015
2023-10-17 16:45:00+00:00,25,4578,2200,0,478,3567,0,240,2466,1036
2023-10-17 17:00:00+00:00,25,4612,2202,0,478,3651,0,231,2497,1067
2023-10-17 17:15:00+00:00,25,4559,2182,0,478,3727,0,239,2519,1138
2023-10-17 17:30:00+00:00,25,4411,2180,0,477,3756,0,247,2534,1260
2023-10-17 17:45:00+00:00,23,4302,2181,0,478,3785,0,245,2546,1298
2023-10-17 18:00:00+00:00,23,4349,2201,0,478,3671,0,251,2566,1353
2023-10-17 18:15:00+00:00,23,4347,2200,0,478,3552,0,252,2570,1379
2023-10-17 18:30:00+00:00,23,4228,2176,0,478,3542,0,248,2576,1394
2023-10-17 18:45:00+00:00,24,3795,2168,0,477,3554,0,250,2583,1447
2023-10-17 19:00:00+00:00,24,3257,2165,0,477,3486,0,248,2613,1484
2023-10-17 19:15:00+00:00,24,2951,2166,0,477,3445,0,244,2644,1410
2023-10-17 19:30:00+00:00,24,2622,2172,0,477,3418,0,245,2662,1407
2023-10-17 19:45:00+00:00,25,2318,2190,0,477,3386,0,248,2671,1477
2023-10-17 20:00:00+00:00,26,1948,2113,0,477,3038,0,246,2571,1488
2023-10-17 20:15:00+00:00,26,1754,2071,0,477,3057,0,251,2650,1545
2023-10-17 20:30:00+00:00,26,1571,2043,0,477,3033,0,253,2655,1556
2023-10-17 20:45:00+00:00,25,1438,2016,0,477,3001,0,255,2660,1575
2023-10-17 21:00:00+00:00,26,1367,1915,0,477,2721,0,258,2664,1533
2023-10-17 21:15:00+00:00,25,1359,1775,0,477,2721,0,258,2680,1540
2023-10-17 21:30:00+00:00,25,1268,1686,0,477,2733,0,257,2664,1491
2023-10-17 21:45:00+00:00,24,1243,1669,0,477,2700,0,254,2611,1452
2023-10-17 22:00:00+00:00,24,1086,1486,0,477,2372,0,250,2557,1439
2023-10-17 22:15:00+00:00,24,949,1375,0,477,2283,0,255,2629,1450
2023-10-17 22:30:00+00:00,25,899,1284,0,477,2167,0,254,2591,1451
2023-10-17 22:45:00+00:00,25,907,1187,0,477,2168,0,247,2608,1379
2023-10-17 23:00:00+00:00,25,988,997,0,477,2095,0,240,2593,1291
2023-10-17 23:15:00+00:00,25,1067,883,0,477,2113,0,248,2597,1254
2023-10-17 23:30:00+00:00,25,926,862,0,477,2155,0,253,2594,1271
2023-10-17 23:45:00+00:00,25,918,862,0,478,2167,0,252,2575,1307
2023-10-18 00:00:00+00:00,25,904,857,0,478,2149,0,257,2579,1295
2023-10-18 00:15:00+00:00,25,950,663,0,478,2146,0,252,2560,1316
2023-10-18 00:30:00+00:00,25,974,636,0,478,2173,0,255,2546,1334
2023-10-18 00:45:00+00:00,25,999,647,0,478,2215,0,253,2489,1343
2023-10-18 01:00:00+00:00,25,981,654,0,478,2202,0,255,2453,1369
2023-10-18 01:15:00+00:00,25,1000,663,0,478,2198,0,258,2456,1386
2023-10-18 01:30:00+00:00,25,989,665,0,478,2205,0,256,2462,1414
2023-10-18 01:45:00+00:00,25,913,658,0,478,2219,0,254,2448,1446
2023-10-18 02:00:00+00:00,25,910,660,0,478,2257,0,251,2449,1411
2023-10-18 02:15:00+00:00,25,922,662,0,478,2311,0,244,2471,1422
2023-10-18 02:30:00+00:00,25,915,668,0,478,2381,0,241,2545,1480
2023-10-18 02:45:00+00:00,25,927,662,0,478,2365,0,239,2585,1501
2023-10-18 03:00:00+00:00,25,937,698,0,478,2430,0,240,2594,1509
2023-10-18 03:15:00+00:00,25,977,723,0,478,2429,0,236,2539,1552
2023-10-18 03:30:00+00:00,25,1017,765,0,478,2501,0,237,2513,1565
2023-10-18 03:45:00+00:00,24,986,793,0,478,2692,0,236,2572,1529
2023-10-18 04:00:00+00:00,24,1056,896,0,478,3039,0,230,2642,1501
2023-10-18 04:15:00+00:00,25,1165,1013,0,478,3242,0,225,2727,1467
2023-10-18 04:30:00+00:00,24,1260,1109,0,478,3392,0,221,2796,1454
2023-10-18 04:45:00+00:00,24,1224,1179,0,478,3560,0,225,2863,1474
2023-10-18 05:00:00+00:00,24,1267,1265,0,478,3670,0,225,2924,1463
2023-10-18 05:15:00+00:00,25,1519,1294,0,478,3793,0,225,2969,1459
2023-10-18 05:30:00+00:00,24,1736,1280,0,478,3914,0,229,3028,1458
2023-10-18 05:45:00+00:00,25,1906,1305,0,478,4002,0,231,3064,1477
2023-10-18 06:00:00+00:00,25,2087,1406,0,478,4153,1,238,3038,1498
2023-10-18 06:15:00+00:00,24,2236,1498,0,478,4362,6,241,2996,1537
2023-10-18 06:30:00+00:00,24,1949,1523,0,478,4494,14,234,3072,1607
2023-10-18 06:45:00+00:00,23,1969,1494,0,478,4418,23,238,3127,1583
2023-10-18 07:00:00+00:00,22,1947,1402,0,478,4567,34,238,3144,1597
2023-10-18 07:15:00+00:00,22,1792,1306,0,478,4689,44,233,3147,1581
2023-10-18 07:30:00+00:00,21,1719,1218,0,478,4914,55,230,3131,1583
2023-10-18 07:45:00+00:00,21,1558,1143,0,478,5191,68,233,3118,1622
2023-10-18 08:00:00+00:00,21,1486,1066,0,478,5370,81,239,3080,1601
2023-10-18 08:15:00+00:00,21,1442,1014,0,478,5593,93,243,3053,1568
2023-10-18 08:30:00+00:00,21,1288,970,0,478,5973,109,242,3068,1546
2023-10-18 08:45:00+00:00,20,1167,922,0,478,6335,119,241,3067,1488
2023-10-18 09:00:00+00:00,21,1093,841,0,478,6444,126,245,3093,1440
2023-10-18 09:15:00+00:00,22,1087,802,0,478,6699,134,240,3132,1392
2023-10-18 09:30:00+00:00,21,1080,770,0,478,6895,138,243,3134,1367
2023-10-18 09:45:00+00:00,20,1021,779,0,478,7226,150,246,3104,1346
2023-10-18 10:00:00+00:00,19,1048,795,0,478,7503,159,235,3069,1371
2023-10-18 10:15:00+00:00,20,1009,756,0,478,7793,164,240,3045,1404
2023-10-18 10:30:00+00:00,21,1003,744,0,478,7869,176,242,2944,1398
2023-10-18 10:45:00+00:00,22,991,756,0,478,8092,189,242,2874,1428
2023-10-18 11:00:00+00:00,22,1063,791,0,478,8295,192,244,2915,1436
2023-10-18 11:15:00+00:00,22,1100,812,0,478,8392,190,239,2933,1469
2023-10-18 11:30:00+00:00,22,1016,814,0,478,8451,178,245,2918,1513
2023-10-18 11:45:00+00:00,21,1017,778,0,478,8261,180,247,2825,1518
2023-10-18 12:00:00+00:00,21,1002,791,0,478,8150,185,243,2822,1532
2023-10-18 12:15:00+00:00,22,1002,804,0,478,7910,178,253,2833,1587
2023-10-18 12:30:00+00:00,22,1008,806,0,478,7709,167,250,2824,1603
2023-10-18 12:45:00+00:00,22,1143,810,0,478,7389,159,245,2863,1621
2023-10-18 13:00:00+00:00,22,1010,815,0,478,7146,151,248,2907,1700
2023-10-18 13:15:00+00:00,23,1068,824,0,478,6794,145,249,2962,1764
2023-10-18 13:30:00+00:00,22,1193,846,0,478,6358,149,247,2971,1777
2023-10-18 13:45:00+00:00,22,1285,850,0,478,6115,153,244,2989,1821
2023-10-18 14:00:00+00:00,22,1074,870,0,478,5676,120,241,3199,1863
2023-10-18 14:15:00+00:00,22,1094,854,0,478,5292,85,238,3280,1965
2023-10-18 14:30:00+00:00,22,1167,851,0,478,5059,63,235,3284,1991
2023-10-18 14:45:00+00:00,23,1244,892,0,478,4818,55,240,3260,2017
2023-10-18 15:00:00+00:00,24,1194,958,0,478,4730,45,250,3257,2044
2023-10-18 15:15:00+00:00,25,1276,983,0,478,4708,33,256,3260,2029
2023-10-18 15:30:00+00:00,26,1345,1028,0,478,4709,22,257,3254,2060
2023-10-18 15:45:00+00:00,27,1397,1031,0,478,4714,14,253,3249,2085
2023-10-18 16:00:00+00:00,28,1389,1097,0,478,4793,6,247,3259,2131
2023-10-18 16:15:00+00:00,28,1422,1154,0,478,4773,1,254,3269,2142
2023-10-18 16:30:00+00:00,31,1477,1163,0,478,4803,0,253,3287,2131
2023-10-18 16:45:00+00:00,33,1539,1184,0,478,4858,0,250,3295,2135
2023-10-18 17:00:00+00:00,32,1673,1204,0,478,4914,0,257,3295,2174
2023-10-18 17:15:00+00:00,33,1664,1184,0,478,4934,0,259,3296,2219
2023-10-18 17:30:00+00:00,33,1572,1170,0,478,4943,0,258,3295,2253
2023-10-18 17:45:00+00:00,33,1467,1166,0,478,4927,0,257,3294,2247
2023-10-18 18:00:00+00:00,33,1530,1086,0,479,4850,0,255,3295,2221
2023-10-18 18:15:00+00:00,33,1518,1004,0,478,4809,0,258,3297,2223
2023-10-18 18:30:00+00:00,33,1429,970,0,478,4771,0,249,3290,2237
2023-10-18 18:45:00+00:00,34,1301,923,0,478,4708,0,251,3296,2267
2023-10-18 19:00:00+00:00,33,1193,870,0,478,4274,0,252,3297,2247
2023-10-18 19:15:00+00:00,33,1087,808,0,478,4199,0,252,3295,2285
2023-10-18 19:30:00+00:00,33,1047,768,0,478,4221,0,248,3296,2254
2023-10-18 19:45:00+00:00,33,1017,740,0,478,4140,0,247,3298,2226
2023-10-18 20:00:00+00:00,33,1004,734,0,478,3954,0,253,3295,2241
2023-10-18 20:15:00+00:00,33,1003,738,0,478,3851,0,260,3295,2240
2023-10-18 20:30:00+00:00,34,1014,676,0,478,3800,0,255,3286,2213
2023-10-18 20:45:00+00:00,33,999,608,0,478,3733,0,256,3254,2227
2023-10-18 21:00:00+00:00,34,1023,571,0,478,3582,0,260,3162,2202
2023-10-18 21:15:00+00:00,34,1093,543,0,478,3489,0,258,3076,2141
2023-10-18 21:30:00+00:00,34,1111,535,0,478,3390,0,257,3038,2106
2023-10-18 21:45:00+00:00,34,1032,532,0,478,3365,0,250,2870,2081
2023-10-18 22:00:00+00:00,33,1056,527,0,478,3282,0,254,2728,2034
2023-10-18 22:15:00+00:00,33,1155,526,0,478,3288,0,255,2742,2012
2023-10-18 22:30:00+00:00,33,928,530,0,478,3314,0,259,2986,1988
2023-10-18 22:45:00+00:00,33,830,528,0,478,3138,0,257,3116,1947
2023-10-18 23:00:00+00:00,33,831,530,0,478,2789,0,244,2788,1818
2023-10-18 23:15:00+00:00,33,825,526,0,478,2774,0,233,2793,1856
2023-10-18 23:30:00+00:00,34,823,531,0,478,2683,0,233,2788,1824
2023-10-18 23:45:00+00:00,34,819,529,0,478,2615,0,234,2743,1704
2023-10-19 00:00:00+00:00,33,827,538,0,478,2682,0,236,2731,1725
2023-10-19 00:15:00+00:00,34,837,540,0,478,2670,0,241,2713,1690
2023-10-19 00:30:00+00:00,33,846,545,0,478,2672,0,239,2729,1636
2023-10-19 00:45:00+00:00,33,847,533,0,478,2569,0,247,2728,1604
2023-10-19 01:00:00+00:00,33,854,531,0,478,2519,0,253,2976,1673
2023-10-19 01:15:00+00:00,33,861,530,0,478,2464,0,249,3014,1628
2023-10-19 01:30:00+00:00,34,879,527,0,478,2398,0,248,3072,1575
2023-10-19 01:45:00+00:00,33,862,529,0,478,2381,0,246,3010,1522
2023-10-19 02:00:00+00:00,34,856,529,0,478,2316,0,249,2604,1460
2023-10-19 02:15:00+00:00,34,855,527,0,479,2266,0,253,2607,1451
2023-10-19 02:30:00+00:00,34,856,534,0,479,2260,0,252,2630,1399
2023-10-19 02:45:00+00:00,34,852,548,0,479,2259,0,247,2702,1333
2023-10-19 03:00:00+00:00,34,837,565,0,480,2245,0,259,2997,1262
2023-10-19 03:15:00+00:00,34,861,567,0,479,2203,0,257,3088,1158
2023-10-19 03:30:00+00:00,34,952,566,0,479,2185,0,261,3133,1090
