,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023-10-01 00:00:00+00:00,23,2044,1030,0,474,1369,0,235,1131,659
2023-10-01 00:15:00+00:00,23,1913,1020,0,474,1414,0,230,1158,730
2023-10-01 00:30:00+00:00,23,1836,1012,0,474,1439,0,225,1048,773
2023-10-01 00:45:00+00:00,23,1754,1002,0,474,1432,0,226,969,782
2023-10-01 01:00:00+00:00,24,1661,962,0,474,1443,0,228,1002,824
2023-10-01 01:15:00+00:00,24,1535,943,0,474,1484,0,226,1039,867
2023-10-01 01:30:00+00:00,23,1453,944,0,474,1483,0,228,1063,918
2023-10-01 01:45:00+00:00,24,1380,942,0,474,1448,0,230,1075,932
2023-10-01 02:00:00+00:00,23,1484,941,0,475,1424,0,232,1127,912
2023-10-01 02:15:00+00:00,24,1488,942,0,474,1430,0,229,1145,880
2023-10-01 02:30:00+00:00,24,1490,942,0,474,1455,0,235,1151,863
2023-10-01 02:45:00+00:00,23,1451,942,0,474,1484,0,230,1150,835
2023-10-01 03:00:00+00:00,23,1517,942,0,474,1532,0,228,1184,833
2023-10-01 03:15:00+00:00,24,1585,942,0,474,1560,0,226,1233,845
2023-10-01 03:30:00+00:00,23,1548,944,0,474,1583,0,222,1257,834
2023-10-01 03:45:00+00:00,23,1548,954,0,474,1683,0,222,1263,806
2023-10-01 04:00:00+00:00,23,1586,955,0,474,1742,0,222,1301,781
2023-10-01 04:15:00+00:00,22,1578,959,0,474,1749,0,225,1362,771
2023-10-01 04:30:00+00:00,23,1557,973,0,474,1801,0,223,1374,791
2023-10-01 04:45:00+00:00,23,1523,977,0,474,1844,0,225,1332,808
2023-10-01 05:00:00+00:00,22,1491,977,0,474,1918,0,227,1382,830
2023-10-01 05:15:00+00:00,21,1502,978,0,474,1963,0,228,1398,823
2023-10-01 05:30:00+00:00,20,1583,976,0,474,2032,0,225,1363,765
2023-10-01 05:45:00+00:00,20,1636,982,0,474,2136,0,230,1298,748
2023-10-01 06:00:00+00:00,20,1539,1016,0,474,2246,1,229,1242,760
2023-10-01 06:15:00+00:00,21,1423,1074,0,474,2377,6,225,1280,763
2023-10-01 06:30:00+00:00,21,1285,1066,0,474,2594,12,224,1334,784
2023-10-01 06:45:00+00:00,21,1220,1061,0,474,2909,23,224,1341,786
2023-10-01 07:00:00+00:00,21,1366,1060,0,474,3416,37,226,1286,771
2023-10-01 07:15:00+00:00,22,1221,1045,0,474,3809,41,223,1314,744
2023-10-01 07:30:00+00:00,22,1168,993,0,474,4243,57,221,1291,734
2023-10-01 07:45:00+00:00,23,1192,922,0,474,4617,62,225,1227,706
2023-10-01 08:00:00+00:00,23,1172,816,0,474,5042,68,226,1352,686
2023-10-01 08:15:00+00:00,22,1194,784,0,474,5511,68,228,1396,700
2023-10-01 08:30:00+00:00,23,1119,764,0,474,5997,98,231,1384,692
2023-10-01 08:45:00+00:00,23,1048,760,0,474,6522,128,228,1357,692
2023-10-01 09:00:00+00:00,23,1077,752,0,474,7045,135,218,1381,741
2023-10-01 09:15:00+00:00,23,1076,752,0,474,7446,188,221,1373,678
2023-10-01 09:30:00+00:00,23,1022,748,0,474,7876,206,221,1469,653
2023-10-01 09:45:00+00:00,23,960,728,0,474,8056,224,218,1485,659
2023-10-01 10:00:00+00:00,23,972,698,0,474,8523,191,215,1500,694
2023-10-01 10:15:00+00:00,24,998,683,0,474,8872,215,215,1495,717
2023-10-01 10:30:00+00:00,24,964,692,0,474,8897,206,217,1418,691
2023-10-01 10:45:00+00:00,24,949,694,0,474,9038,180,215,1433,678
2023-10-01 11:00:00+00:00,24,986,684,0,474,9203,139,216,1553,738
2023-10-01 11:15:00+00:00,24,960,679,0,474,9333,162,215,1470,821
2023-10-01 11:30:00+00:00,24,936,681,0,474,9352,169,219,1461,861
2023-10-01 11:45:00+00:00,24,960,679,0,474,9287,165,240,1471,916
2023-10-01 12:00:00+00:00,24,946,679,0,474,8938,186,242,1510,922
2023-10-01 12:15:00+00:00,24,943,676,0,474,8878,178,241,1557,979
2023-10-01 12:30:00+00:00,24,973,677,0,474,8730,171,247,1509,998
2023-10-01 12:45:00+00:00,24,1019,676,0,474,8538,169,244,1403,976
2023-10-01 13:00:00+00:00,24,985,675,0,474,8000,136,239,1309,979
2023-10-01 13:15:00+00:00,25,1013,675,0,474,7670,186,237,1220,967
2023-10-01 13:30:00+00:00,23,1066,679,0,474,7391,175,239,1207,1015
2023-10-01 13:45:00+00:00,23,1137,689,0,474,6903,157,238,1206,960
2023-10-01 14:00:00+00:00,23,1336,725,0,474,6425,139,236,1203,888
2023-10-01 14:15:00+00:00,23,1346,797,0,474,5987,134,243,1237,798
2023-10-01 14:30:00+00:00,23,1567,846,0,474,5498,101,249,1225,705
2023-10-01 14:45:00+00:00,23,1864,889,0,474,5050,83,246,1222,626
2023-10-01 15:00:00+00:00,23,2187,942,0,474,4570,85,245,1121,582
2023-10-01 15:15:00+00:00,24,2646,966,0,474,3985,84,251,1115,647
2023-10-01 15:30:00+00:00,24,3236,1011,0,474,3520,61,257,1154,628
2023-10-01 15:45:00+00:00,24,3797,1052,0,474,3186,46,261,1163,564
2023-10-01 16:00:00+00:00,24,4698,1086,0,474,3009,35,264,1147,533
2023-10-01 16:15:00+00:00,24,5042,1130,0,474,2699,26,261,1096,506
2023-10-01 16:30:00+00:00,24,5167,1164,0,474,2473,15,261,1053,520
2023-10-01 16:45:00+00:00,24,5333,1193,0,474,2326,6,256,1075,483
2023-10-01 17:00:00+00:00,24,5646,1253,0,474,2317,1,256,1101,437
2023-10-01 17:15:00+00:00,24,5803,1298,0,474,2380,0,259,1166,404
2023-10-01 17:30:00+00:00,24,5732,1300,0,474,2355,0,257,1151,401
2023-10-01 17:45:00+00:00,24,5720,1298,0,474,2356,0,259,1078,407
2023-10-01 18:00:00+00:00,24,5727,1352,0,474,2376,0,256,1016,398
2023-10-01 18:15:00+00:00,24,5661,1383,0,474,2403,0,257,985,396
2023-10-01 18:30:00+00:00,25,5692,1383,0,474,2409,0,257,982,369
2023-10-01 18:45:00+00:00,24,5622,1386,0,474,2413,0,254,1006,334
2023-10-01 19:00:00+00:00,24,5676,1383,0,474,2251,0,255,1024,322
2023-10-01 19:15:00+00:00,24,5690,1444,0,474,2101,0,255,987,322
2023-10-01 19:30:00+00:00,24,5732,1500,0,474,2030,0,254,986,338
2023-10-01 19:45:00+00:00,24,5732,1504,0,474,2006,0,256,946,365
2023-10-01 20:00:00+00:00,24,5620,1526,0,474,1882,0,259,946,372
2023-10-01 20:15:00+00:00,24,5401,1617,0,474,1770,0,255,929,385
2023-10-01 20:30:00+00:00,24,5120,1698,0,474,1768,0,253,930,403
2023-10-01 20:45:00+00:00,24,5036,1773,0,474,1752,0,254,957,432
2023-10-01 21:00:00+00:00,24,4963,1829,0,474,1647,0,250,871,467
2023-10-01 21:15:00+00:00,23,4805,1870,0,474,1534,0,250,800,505
2023-10-01 21:30:00+00:00,22,4541,1956,0,474,1487,0,253,724,495
2023-10-01 21:45:00+00:00,23,4351,2038,0,474,1460,0,251,718,483
2023-10-01 22:00:00+00:00,24,4094,2029,0,474,1238,0,252,715,518
2023-10-01 22:15:00+00:00,26,3743,1926,0,474,1159,0,251,720,528
2023-10-01 22:30:00+00:00,26,3526,1820,0,474,1179,0,250,739,559
2023-10-01 22:45:00+00:00,28,3521,1709,0,474,1232,0,251,746,582
2023-10-01 23:00:00+00:00,30,3437,1590,0,474,1265,0,254,750,612
2023-10-01 23:15:00+00:00,29,3413,1414,0,474,1258,0,254,715,619
2023-10-01 23:30:00+00:00,29,3523,1295,0,474,1249,0,251,713,620
2023-10-01 23:45:00+00:00,29,3512,1266,0,475,1247,0,244,698,633
2023-10-02 00:00:00+00:00,29,3557,1255,0,475,1233,0,249,685,616
2023-10-02 00:15:00+00:00,29,3597,1257,0,475,1204,0,252,669,629
2023-10-02 00:30:00+00:00,29,3475,1256,0,475,1202,0,257,693,657
2023-10-02 00:45:00+00:00,29,3460,1250,0,475,1215,0,252,703,661
2023-10-02 01:00:00+00:00,29,3476,1271,0,475,1205,0,252,721,659
2023-10-02 01:15:00+00:00,29,3463,1299,0,475,1191,0,257,731,648
2023-10-02 01:30:00+00:00,29,3453,1299,0,475,1184,0,263,692,632
2023-10-02 01:45:00+00:00,29,3464,1308,0,475,1215,0,258,694,614
2023-10-02 02:00:00+00:00,29,3513,1384,0,475,1208,0,259,650,598
2023-10-02 02:15:00+00:00,29,3523,1457,0,475,1189,0,257,591,552
2023-10-02 02:30:00+00:00,29,3585,1469,0,475,1194,0,258,524,552
2023-10-02 02:45:00+00:00,29,3626,1564,0,475,1224,0,258,574,550
2023-10-02 03:00:00+00:00,29,3533,1700,0,475,1334,0,259,593,540
2023-10-02 03:15:00+00:00,29,3663,1818,0,475,1372,0,258,572,539
2023-10-02 03:30:00+00:00,29,3940,1895,0,475,1470,0,257,484,533
2023-10-02 03:45:00+00:00,29,4318,1974,0,475,1825,0,256,440,576
2023-10-02 04:00:00+00:00,29,4920,2053,0,475,2147,0,260,406,557
2023-10-02 04:15:00+00:00,29,5221,2122,0,475,2229,0,258,430,562
2023-10-02 04:30:00+00:00,29,5468,2141,0,475,2301,0,254,424,503
2023-10-02 04:45:00+00:00,29,5625,2141,0,475,2352,0,256,412,472
2023-10-02 05:00:00+00:00,29,6076,2132,0,475,2403,0,250,405,501
2023-10-02 05:15:00+00:00,29,6242,2119,0,475,2441,0,244,393,513
2023-10-02 05:30:00+00:00,29,6376,2110,0,475,2453,0,247,335,519
2023-10-02 05:45:00+00:00,29,6397,2109,0,475,2484,5,245,308,472
2023-10-02 06:00:00+00:00,28,6270,2108,0,476,2523,15,244,312,411
2023-10-02 06:15:00+00:00,28,6213,2108,0,475,2613,23,250,279,388
2023-10-02 06:30:00+00:00,27,6165,2110,0,475,2750,35,247,216,346
2023-10-02 06:45:00+00:00,28,6094,2104,0,475,2971,43,245,158,338
2023-10-02 07:00:00+00:00,28,6241,2129,0,475,3308,45,244,160,359
2023-10-02 07:15:00+00:00,28,6204,2137,0,475,3615,71,240,166,333
2023-10-02 07:30:00+00:00,28,5985,2101,0,475,3892,81,240,166,282
2023-10-02 07:45:00+00:00,28,5789,2064,0,474,4112,113,241,178,271
2023-10-02 08:00:00+00:00,28,5736,2096,0,474,4226,134,249,171,240
2023-10-02 08:15:00+00:00,28,5766,2095,0,474,4376,137,253,169,218
2023-10-02 08:30:00+00:00,28,5459,2079,0,474,4788,160,250,178,214
2023-10-02 08:45:00+00:00,29,4922,1965,0,474,5028,176,248,170,221
2023-10-02 09:00:00+00:00,28,4457,1853,0,474,5123,151,252,146,175
2023-10-02 09:15:00+00:00,28,3961,1745,0,474,5400,192,251,155,173
2023-10-02 09:30:00+00:00,28,3724,1635,0,473,5741,218,244,157,188
2023-10-02 09:45:00+00:00,29,3501,1533,0,473,6081,200,248,126,174
2023-10-02 10:00:00+00:00,28,3604,1382,0,473,6426,184,245,114,159
2023-10-02 10:15:00+00:00,28,3297,1282,0,473,6558,181,241,133,160
2023-10-02 10:30:00+00:00,28,3104,1206,0,473,6574,198,235,165,173
2023-10-02 10:45:00+00:00,28,3127,1174,0,473,6587,246,236,176,177
2023-10-02 11:00:00+00:00,29,3021,1134,0,473,6426,257,236,213,168
2023-10-02 11:15:00+00:00,28,3035,1147,0,473,6489,186,235,239,161
2023-10-02 11:30:00+00:00,28,3019,1188,0,473,6383,182,239,215,166
2023-10-02 11:45:00+00:00,29,2979,1201,0,473,6431,200,243,160,151
2023-10-02 12:00:00+00:00,28,3246,1218,0,473,6531,198,237,140,141
2023-10-02 12:15:00+00:00,28,3254,1232,0,473,6516,183,234,119,143
2023-10-02 12:30:00+00:00,28,3449,1248,0,473,6525,173,236,101,154
2023-10-02 12:45:00+00:00,29,3543,1254,0,473,6393,173,234,80,159
2023-10-02 13:00:00+00:00,28,3513,1357,0,474,6320,174,222,58,149
2023-10-02 13:15:00+00:00,27,3763,1512,0,474,6100,154,234,39,143
2023-10-02 13:30:00+00:00,28,3985,1627,0,474,5946,162,244,26,146
2023-10-02 13:45:00+00:00,27,4175,1721,0,474,5804,152,247,20,137
2023-10-02 14:00:00+00:00,27,4451,1862,0,474,5459,139,251,15,135
2023-10-02 14:15:00+00:00,27,4735,2008,0,474,5011,128,249,16,134
2023-10-02 14:30:00+00:00,27,4968,2134,0,474,4595,107,250,21,136
2023-10-02 14:45:00+00:00,28,5411,2165,0,474,4298,112,249,23,125
2023-10-02 15:00:00+00:00,28,5974,2161,0,474,4108,93,247,33,116
2023-10-02 15:15:00+00:00,28,6553,2159,0,475,3718,74,251,20,94
2023-10-02 15:30:00+00:00,28,6686,2165,0,474,3389,67,252,12,97
2023-10-02 15:45:00+00:00,28,6913,2164,0,474,3234,40,257,8,92
2023-10-02 16:00:00+00:00,28,6803,2160,0,474,3154,34,255,2,90
2023-10-02 16:15:00+00:00,28,6946,2167,0,474,2978,27,252,3,96
2023-10-02 16:30:00+00:00,28,7011,2164,0,474,2945,17,252,63,95
2023-10-02 16:45:00+00:00,28,7033,2164,0,474,2909,4,261,227,92
2023-10-02 17:00:00+00:00,28,6940,2168,0,474,2958,0,262,180,91
2023-10-02 17:15:00+00:00,28,6805,2173,0,474,2946,0,256,186,124
2023-10-02 17:30:00+00:00,28,6881,2166,0,474,2940,0,256,227,119
2023-10-02 17:45:00+00:00,28,6865,2169,0,474,2981,0,258,294,117
2023-10-02 18:00:00+00:00,28,7062,2168,0,474,3029,0,266,329,74
2023-10-02 18:15:00+00:00,28,6895,2169,0,474,2990,0,264,405,73
2023-10-02 18:30:00+00:00,28,6833,2174,0,474,2955,0,260,512,108
2023-10-02 18:45:00+00:00,29,6678,2170,0,474,2909,0,260,659,167
2023-10-02 19:00:00+00:00,28,6504,2167,0,474,2868,0,261,816,280
2023-10-02 19:15:00+00:00,29,6360,2172,0,474,2786,0,260,1026,326
2023-10-02 19:30:00+00:00,29,6140,2169,0,474,2751,0,263,1189,431
2023-10-02 19:45:00+00:00,29,5866,2146,0,474,2692,0,263,1179,546
2023-10-02 20:00:00+00:00,29,5537,2115,0,474,2667,0,264,851,635
2023-10-02 20:15:00+00:00,29,5623,2061,0,474,2694,0,259,544,712
2023-10-02 20:30:00+00:00,29,5559,1991,0,474,2741,0,263,581,817
2023-10-02 20:45:00+00:00,29,5020,1906,0,474,2586,0,260,925,729
2023-10-02 21:00:00+00:00,28,4503,1825,0,474,2394,0,255,1225,731
2023-10-02 21:15:00+00:00,28,4133,1695,0,474,2404,0,257,1323,816
2023-10-02 21:30:00+00:00,28,3816,1623,0,474,2411,0,249,1541,879
2023-10-02 21:45:00+00:00,28,3483,1495,0,474,2343,0,255,1723,940
2023-10-02 22:00:00+00:00,27,3135,1450,0,474,2090,0,261,1674,1055
2023-10-02 22:15:00+00:00,27,2913,1344,0,474,2105,0,261,1631,1154
2023-10-02 22:30:00+00:00,27,2669,1155,0,474,2113,0,256,1621,1222
2023-10-02 22:45:00+00:00,27,2229,1082,0,474,1987,0,255,1809,1312
2023-10-02 23:00:00+00:00,28,1608,1009,0,474,1936,0,259,2081,1333
2023-10-02 23:15:00+00:00,27,1323,988,0,474,1960,0,257,2211,1232
2023-10-02 23:30:00+00:00,28,1174,996,0,474,2075,0,257,2282,1154
2023-10-02 23:45:00+00:00,28,1088,924,0,474,2136,0,256,2367,1254
2023-10-03 00:00:00+00:00,29,1109,848,0,474,2234,0,258,2480,1347
2023-10-03 00:15:00+00:00,29,1044,809,0,474,2300,0,257,2763,1429
2023-10-03 00:30:00+00:00,28,1048,777,0,474,2374,0,255,2734,1520
2023-10-03 00:45:00+00:00,29,989,766,0,474,2409,0,259,2691,1623
2023-10-03 01:00:00+00:00,28,944,734,0,474,2308,0,257,2731,1683
2023-10-03 01:15:00+00:00,29,929,703,0,474,2513,0,256,2765,1826
2023-10-03 01:30:00+00:00,28,939,689,0,474,2395,0,257,2838,1854
2023-10-03 01:45:00+00:00,29,917,677,0,474,2428,0,259,2898,1892
2023-10-03 02:00:00+00:00,29,899,674,0,474,2468,0,260,2852,1927
2023-10-03 02:15:00+00:00,28,914,676,0,475,2612,0,254,2852,2050
2023-10-03 02:30:00+00:00,28,882,675,0,475,2710,0,252,2862,2116
2023-10-03 02:45:00+00:00,29,899,677,0,475,2785,0,244,2920,2145
2023-10-03 03:00:00+00:00,29,888,678,0,475,2909,0,246,2958,2096
2023-10-03 03:15:00+00:00,29,899,674,0,475,2992,0,247,3022,2079
2023-10-03 03:30:00+00:00,28,896,675,0,475,3015,0,243,3085,2073
2023-10-03 03:45:00+00:00,28,908,675,0,475,3142,0,245,3087,2207
2023-10-03 04:00:00+00:00,28,894,675,0,475,3059,0,242,3004,2140
2023-10-03 04:15:00+00:00,28,902,675,0,475,3188,0,239,3060,2187
2023-10-03 04:30:00+00:00,29,910,689,0,475,3288,0,235,2991,2265
2023-10-03 04:45:00+00:00,28,919,728,0,475,3354,0,229,2900,2242
2023-10-03 05:00:00+00:00,28,979,795,0,475,3381,0,231,2499,2288
2023-10-03 05:15:00+00:00,28,1054,868,0,475,3385,0,238,2337,2294
2023-10-03 05:30:00+00:00,28,1217,965,0,475,3490,0,237,2263,2261
2023-10-03 05:45:00+00:00,29,1169,1056,0,475,3729,1,240,2277,2227
2023-10-03 06:00:00+00:00,28,1332,1150,0,475,3956,2,245,2285,2182
2023-10-03 06:15:00+00:00,28,1408,1204,0,475,3976,3,245,2423,2072
2023-10-03 06:30:00+00:00,28,1424,1186,0,475,3976,11,250,2692,2096
2023-10-03 06:45:00+00:00,28,1519,1212,0,475,4005,19,253,2838,2125
2023-10-03 07:00:00+00:00,28,1557,1157,0,475,4001,18,247,2952,1982
2023-10-03 07:15:00+00:00,28,1568,1137,0,475,4006,29,254,2960,1963
2023-10-03 07:30:00+00:00,28,1489,1166,0,475,3991,23,265,3021,1875
2023-10-03 07:45:00+00:00,28,1413,1164,0,475,3903,21,264,2869,1849
2023-10-03 08:00:00+00:00,29,1599,1194,0,475,3951,36,265,2722,1861
2023-10-03 08:15:00+00:00,29,1573,1215,0,475,4017,30,267,2569,1831
2023-10-03 08:30:00+00:00,28,1601,1208,0,475,4080,39,269,2582,1814
2023-10-03 08:45:00+00:00,29,1489,1190,0,475,4123,53,265,2499,1842
2023-10-03 09:00:00+00:00,29,1370,1133,0,475,3916,52,267,2576,1787
2023-10-03 09:15:00+00:00,29,1186,1080,0,475,3871,64,265,2623,1747
2023-10-03 09:30:00+00:00,29,1189,1006,0,475,3908,68,258,2699,1637
2023-10-03 09:45:00+00:00,29,1116,1007,0,474,4018,74,254,2643,1697
2023-10-03 10:00:00+00:00,29,1096,958,0,475,4196,71,257,2701,1638
2023-10-03 10:15:00+00:00,29,1026,914,0,474,3953,57,252,2646,1549
2023-10-03 10:30:00+00:00,29,1022,852,0,474,4045,63,258,2655,1577
2023-10-03 10:45:00+00:00,29,988,804,0,474,4015,66,254,2563,1700
2023-10-03 11:00:00+00:00,29,941,740,0,474,4179,93,256,2405,1746
2023-10-03 11:15:00+00:00,29,945,668,0,474,4341,107,261,2388,1756
2023-10-03 11:30:00+00:00,29,897,673,0,474,4368,85,259,2470,1711
2023-10-03 11:45:00+00:00,30,876,675,0,474,4335,48,260,2638,1662
2023-10-03 12:00:00+00:00,30,905,686,0,474,4683,70,255,2669,1789
2023-10-03 12:15:00+00:00,30,892,680,0,474,4748,84,253,2628,1610
2023-10-03 12:30:00+00:00,30,885,672,0,474,4976,82,254,2622,1683
2023-10-03 12:45:00+00:00,30,879,674,0,474,5088,67,253,2735,1559
2023-10-03 13:00:00+00:00,30,885,671,0,474,5205,81,254,2640,1523
2023-10-03 13:15:00+00:00,31,847,675,0,474,5564,102,257,2440,1463
2023-10-03 13:30:00+00:00,30,878,677,0,474,5781,110,253,2331,1553
2023-10-03 13:45:00+00:00,30,893,676,0,474,5765,100,253,2234,1557
2023-10-03 14:00:00+00:00,31,880,675,0,474,5661,91,251,2419,1511
2023-10-03 14:15:00+00:00,33,884,675,0,473,5541,63,256,2458,1563
2023-10-03 14:30:00+00:00,33,887,675,0,473,5327,49,255,2614,1723
2023-10-03 14:45:00+00:00,34,883,695,0,474,5165,75,247,2708,1929
2023-10-03 15:00:00+00:00,34,905,724,0,474,4786,86,227,2828,1983
2023-10-03 15:15:00+00:00,34,909,801,0,474,4588,91,225,3101,2046
2023-10-03 15:30:00+00:00,34,933,902,0,474,4515,54,221,3157,2164
2023-10-03 15:45:00+00:00,34,988,1009,0,474,4294,35,229,3197,2136
2023-10-03 16:00:00+00:00,34,1238,1080,0,474,4165,31,255,3206,2102
2023-10-03 16:15:00+00:00,34,1393,1120,0,474,3977,16,268,3154,2041
2023-10-03 16:30:00+00:00,34,1506,1172,0,474,3774,10,269,3095,1998
2023-10-03 16:45:00+00:00,33,1650,1225,0,474,3950,4,269,3093,1997
2023-10-03 17:00:00+00:00,33,1955,1292,0,474,4069,1,268,3094,1992
2023-10-03 17:15:00+00:00,33,1998,1352,0,474,4013,0,273,3106,1947
2023-10-03 17:30:00+00:00,33,2047,1350,0,474,3972,0,275,3124,1869
2023-10-03 17:45:00+00:00,34,2066,1352,0,475,3932,0,276,3145,1809
2023-10-03 18:00:00+00:00,33,2090,1360,0,475,3862,0,280,3145,1790
2023-10-03 18:15:00+00:00,34,2116,1362,0,474,3822,0,281,3106,1741
2023-10-03 18:30:00+00:00,34,2058,1360,0,475,3779,0,279,3080,1706
2023-10-03 18:45:00+00:00,35,2053,1331,0,474,3692,0,280,3086,1689
2023-10-03 19:00:00+00:00,35,2114,1317,0,475,3577,0,285,3034,1701
2023-10-03 19:15:00+00:00,35,2056,1265,0,474,3611,0,281,2952,1790
2023-10-03 19:30:00+00:00,35,1936,1193,0,475,3569,0,282,2949,1828
2023-10-03 19:45:00+00:00,35,1861,1158,0,474,3533,0,278,2943,1818
2023-10-03 20:00:00+00:00,35,1637,1113,0,474,3435,0,277,3022,1839
2023-10-03 20:15:00+00:00,35,1563,1064,0,474,3197,0,277,3131,1887
2023-10-03 20:30:00+00:00,35,1555,1021,0,474,3084,0,276,3124,1860
2023-10-03 20:45:00+00:00,34,1447,979,0,474,3024,0,275,3121,1801
2023-10-03 21:00:00+00:00,33,1228,934,0,474,2700,0,273,3180,1699
2023-10-03 21:15:00+00:00,34,1125,886,0,474,2774,0,278,3199,1795
2023-10-03 21:30:00+00:00,33,1062,859,0,474,2715,0,274,3181,1786
2023-10-03 21:45:00+00:00,34,990,832,0,474,2552,0,269,3182,1739
2023-10-03 22:00:00+00:00,33,835,765,0,474,2459,0,271,3159,1738
2023-10-03 22:15:00+00:00,33,756,705,0,474,2439,0,265,3142,1749
2023-10-03 22:30:00+00:00,34,741,697,0,474,2389,0,263,3099,1749
2023-10-03 22:45:00+00:00,35,752,686,0,474,2252,0,260,3015,1746
2023-10-03 23:00:00+00:00,35,782,681,0,458,2266,0,256,2998,1719
2023-10-03 23:15:00+00:00,36,774,675,0,458,2231,0,249,2953,1704
2023-10-03 23:30:00+00:00,36,768,675,0,460,2193,0,255,2899,1687
2023-10-03 23:45:00+00:00,37,756,675,0,473,2186,0,262,2801,1606
2023-10-04 00:00:00+00:00,36,763,677,0,474,2229,0,262,2705,1606
2023-10-04 00:15:00+00:00,37,756,673,0,474,2197,0,257,2680,1610
2023-10-04 00:30:00+00:00,36,750,677,0,474,2106,0,255,2658,1586
2023-10-04 00:45:00+00:00,36,759,675,0,474,2112,0,259,2577,1547
2023-10-04 01:00:00+00:00,36,753,677,0,474,2050,0,257,2461,1504
2023-10-04 01:15:00+00:00,37,767,675,0,474,2012,0,259,2397,1506
2023-10-04 01:30:00+00:00,36,785,608,0,474,1961,0,254,2392,1452
2023-10-04 01:45:00+00:00,36,793,623,0,474,1992,0,259,2332,1339
2023-10-04 02:00:00+00:00,36,805,649,0,474,1961,0,267,2348,1304
2023-10-04 02:15:00+00:00,37,816,653,0,474,1930,0,262,2305,1303
2023-10-04 02:30:00+00:00,36,843,638,0,475,1892,0,263,2233,1343
2023-10-04 02:45:00+00:00,36,867,630,0,475,1845,0,268,2133,1315
2023-10-04 03:00:00+00:00,36,1087,692,0,474,1810,0,270,2059,1282
2023-10-04 03:15:00+00:00,36,1276,675,0,475,1785,0,268,2012,1225
2023-10-04 03:30:00+00:00,37,1524,715,0,475,1874,0,270,1904,1274
2023-10-04 03:45:00+00:00,36,1959,748,0,475,1857,0,275,1786,1205
2023-10-04 04:00:00+00:00,36,2596,841,0,475,2111,0,286,1799,1214
2023-10-04 04:15:00+00:00,36,3118,970,0,475,2324,0,286,1830,1137
2023-10-04 04:30:00+00:00,37,3346,1066,0,475,2471,0,285,1801,1081
2023-10-04 04:45:00+00:00,37,3632,1115,0,475,2698,0,282,1814,1102
2023-10-04 05:00:00+00:00,37,3752,1209,0,475,2864,0,280,1760,1222
2023-10-04 05:15:00+00:00,37,3943,1288,0,475,2901,0,284,1705,1204
2023-10-04 05:30:00+00:00,36,4002,1338,0,475,2883,0,290,1706,1197
2023-10-04 05:45:00+00:00,37,4012,1355,0,475,2956,1,293,1682,1185
2023-10-04 06:00:00+00:00,37,4046,1386,0,475,2979,6,290,1621,1216
2023-10-04 06:15:00+00:00,37,4138,1369,0,475,3043,17,287,1670,1187
2023-10-04 06:30:00+00:00,37,4177,1342,0,475,3209,26,288,1729,1100
2023-10-04 06:45:00+00:00,37,4166,1344,0,475,3601,40,283,1737,1139
2023-10-04 07:00:00+00:00,37,4273,1315,0,475,4098,58,288,1824,1134
2023-10-04 07:15:00+00:00,36,4268,1270,0,475,4556,85,287,1887,1103
2023-10-04 07:30:00+00:00,37,4156,1179,0,475,4846,111,280,1957,1051
2023-10-04 07:45:00+00:00,36,3615,1075,0,474,5105,128,282,1970,1012
2023-10-04 08:00:00+00:00,36,2986,989,0,475,5342,151,280,1967,1021
2023-10-04 08:15:00+00:00,36,2381,937,0,475,5906,160,279,1972,1108
2023-10-04 08:30:00+00:00,36,1958,913,0,475,6365,182,276,2032,1175
2023-10-04 08:45:00+00:00,37,1459,857,0,475,6499,200,274,2028,1164
2023-10-04 09:00:00+00:00,37,1063,824,0,474,6730,205,270,2019,1167
2023-10-04 09:15:00+00:00,37,868,828,0,474,7035,223,271,2052,1259
2023-10-04 09:30:00+00:00,37,804,829,0,474,7213,234,270,2102,1297
2023-10-04 09:45:00+00:00,37,828,797,0,474,7175,240,267,2147,1281
2023-10-04 10:00:00+00:00,37,812,767,0,474,6915,227,267,2121,1252
2023-10-04 10:15:00+00:00,36,824,726,0,475,6964,218,266,2105,1385
2023-10-04 10:30:00+00:00,36,816,698,0,474,6887,163,265,2226,1405
2023-10-04 10:45:00+00:00,37,808,689,0,475,6877,131,261,2285,1419
2023-10-04 11:00:00+00:00,36,822,691,0,475,6970,125,262,2355,1420
2023-10-04 11:15:00+00:00,37,935,698,0,474,7150,132,266,2386,1446
2023-10-04 11:30:00+00:00,37,848,699,0,475,7200,139,263,2364,1545
2023-10-04 11:45:00+00:00,36,842,683,0,475,6938,157,266,2375,1559
2023-10-04 12:00:00+00:00,37,831,707,0,475,6442,159,265,2491,1465
2023-10-04 12:15:00+00:00,36,827,757,0,475,6316,140,264,2529,1599
2023-10-04 12:30:00+00:00,37,842,761,0,475,6203,126,272,2478,1696
2023-10-04 12:45:00+00:00,36,837,764,0,475,6001,162,277,2489,1825
2023-10-04 13:00:00+00:00,36,790,795,0,475,5608,123,268,2551,1779
2023-10-04 13:15:00+00:00,37,788,828,0,475,5527,126,270,2508,1813
2023-10-04 13:30:00+00:00,37,853,851,0,475,5462,115,271,2435,1823
2023-10-04 13:45:00+00:00,38,1038,857,0,475,5365,98,273,2478,1763
